,drug_name,Disabled macroautophagy count,Disabled macroautophagy count marg,Disabled macroautophagy,Disabled macroautophagy marg,Cmap pAGE Disabled macroautophagy level1,Cmap pAGE Disabled macroautophagy level2,Cmap pAGE Disabled macroautophagy level3,Cmap pAGE Disabled macroautophagy level4,Cmap pAGE Disabled macroautophagy level5,Cmap pAGE Disabled macroautophagy level1 z_score,Cmap pAGE Disabled macroautophagy level2 z_score,Cmap pAGE Disabled macroautophagy level3 z_score,Cmap pAGE Disabled macroautophagy level4 z_score,Cmap pAGE Disabled macroautophagy level5 z_score
1366,palovarotene,0,0,[],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
1367,pazufloxacin,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
1368,gallium citrate ga-67,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1369,ganaxolone,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
1370,sodium acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1371,sobetirome,0,1,[],[3],,0.0,0.0,0.0,-0.3,0,0,0.0,0.0,-1.3416407864998738
1372,1-((1r)-1-(hydroxymethyl)-3-{6-[(3-phenylpropanoyl)amino]-1h-indol-1-yl}propyl)-1h-imidazole-4-carboxamide,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1373,paliperidone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1374,palmitic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1375,2-[n'-(4-amino-butyl)-hydrazinocarbonyl]-pyrrolidine-1-carboxylic acid benzyl ester,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1376,silver,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1377,pantoprazole,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
1378,pantothenoylaminoethenethiol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1379,"2-[5,6-bis-(4-methoxy-phenyl)-furo[2,3-d]pyrimidin-4-ylamino]-ethanol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1380,"2-[5-methanesulfonylamino-2-(4-aminophenyl)-6-oxo-1,6-dihydro-1-pyrimidinyl]-n-(3,3,3-trifluoro-1-isopropyl-2-oxopropyl)acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1381,ganciclovir,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
1382,papaverine,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
1383,para-bromobenzyl alcohol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1384,para-mercury-benzenesulfonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1385,pitolisant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1386,plazomicin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1387,sofalcone,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
1388,"1-tert-butyl-3-(4-chloro-phenyl)-1h-pyrazolo[3,4-d]pyrimidin-4-ylamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1389,"sar9, met (o2)11-substance p",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1390,fusidic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1391,1-chloro-6-(4-hydroxyphenyl)-2-naphthol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1392,1-deaza-adenosine,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1393,salbutamol,0,0,[],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
1394,phenytoin,0,0,[],[],,0.0,0.0,0.0,0.2,0,0,0.0,0.0,0.894427190999916
1395,su-11652,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
1396,phosphoaminophosphonic acid guanylate ester,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1397,pentaglyme,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1398,"2-hydroxy-3,5-diiodobenzoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1399,perampanel,0,0,[],[],,0.0,0.0,0.0,-0.3,0,0,0.0,0.0,-1.3416407864998738
1400,n-acetylserotonin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1401,nifedipine,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
1402,alglucosidase alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1403,reboxetine,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
1404,peptide yy (3-36),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1405,fx-1006a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1406,varenicline,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
1407,vapreotide,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1408,2-undecanone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1409,saxagliptin,0,2,[],"[3, 4]",,0.0,1.0,1.0,0.4,0,0,1.4142135623730951,1.4142135623730951,1.788854381999832
1410,phenobarbital,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1411,2-ethoxyethanol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1412,podofilox,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
1413,polatuzumab vedotin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1414,2-amino-3-hydroxy-3-phosphonooxy-propionic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1415,s-palmitoyl-l-cysteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1416,garenoxacin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1417,"1-n-(4-sulfamoylphenyl-ethyl)-2,4,6-trimethylpyridinium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1418,1-hydroxy-1-thio-glycerol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1419,sr 140333,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1420,selegiline,0,0,[],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
1421,secobarbital,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1422,"2-[(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)amino]ethanol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1423,1-(hydroxymethyleneamino)-8-hydroxy-octane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1424,gavestinel,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
1425,pertuzumab,0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
1426,gefitinib,0,0,[],[],,0.0,0.0,0.0,0.8,0,0,0.0,0.0,3.577708763999664
1427,secretin human,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1428,gabapentin,0,0,[],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
1429,pefloxacin,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
1430,paclitaxel,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
1431,2-chloro-5-[(1s)-1-hydroxy-3-oxo-2h-isoindol-1-yl]benzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1432,"n-(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)glycine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1433,qr-333,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1434,albinterferon alfa-2b,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1435,"2,4-difluorobenzyl alcohol 2,4-difluoro-1-(hydroxymethyl)benzene",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1436,"2,3,5,6-tetrafluoro-4-methoxy-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1437,albiglutide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1438,"2-(1,3-thiazol-4-yl)-1h-benzimidazole-5-sulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1439,"rel-(9r,12s)-9,10,11,12-tetrahydro-9,12-epoxy-1h-diindolo[1,2,3-fg:3',2',1'-kl]pyrrolo[3,4-i][1,6]benzodiazocine-1,3(2h)-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1440,2-(1h-pyrazol-3-yl)-1h-benzimidazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1441,2-(4-hydroxy-phenyl)benzofuran-5-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1442,ropivacaine,0,0,[],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
1443,2-(4-chloro-phenylamino)-nicotinic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1444,pyridoxal,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1445,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1446,pyrithiamine pyrophosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1447,albendazole,0,0,[],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
1448,rolapitant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1449,2-[4-(3-methyl-1h-pyrazol-4-yl)phenyl]ethanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1450,"16,17-androstene-3-ol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1451,17alpha-estriol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1452,alanine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1453,relebactam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1454,ranirestat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1455,remimazolam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1456,rhein,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1457,purine riboside-5'-monophosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1458,riluzole,0,0,[],[],,0.0,0.0,0.0,0.4,0,0,0.0,0.0,1.788854381999832
1459,rifampicin,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1460,2'-cytidylic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1461,rifabutin,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
1462,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1463,2'-fluoro-2'-deoxyuridine 3'-monophosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1464,"2,3,-dihydroxybenzoylserine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1465,"2,3,4,5,6-pentafluorobenzyl alcohol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1466,"2,5-di-tert-butylhydroquinone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1467,paraldehyde,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1468,rpi-78m,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1469,retifanlimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1470,"2,6-difluorobenzenesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1471,"2,3-difluorobenzyl alcohol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1472,pavinetant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1473,"2,3-dihydroxy-benzoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1474,gabapentin enacarbil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1475,"18-chloro-11,12,13,14-tetrahydro-1h,10h-8,4-(azeno)-9,15,1,3,6-benzodioxatriazacycloheptadecin-2-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1476,quazepam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1477,parachlorophenol,0,0,[],[],,0.0,0.0,0.0,0.2,0,0,0.0,0.0,0.894427190999916
1478,quetiapine,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
1479,serotonin,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1480,peginterferon beta-1a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1481,paroxetine,0,0,[],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
1482,"1-(4-aminophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1483,1-(4-hexylphenyl)prop-2-en-1-one,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
1484,selumetinib,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1485,pembrolizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1486,selpercatinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1487,"1-(4-methoxyphenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1488,"1-(5-chloro-2,4-dimethoxyphenyl)-3-(5-cyanopyrazin-2-yl)urea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1489,seletracetam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1490,pentobarbital,0,0,[],[],,0.0,0.0,0.0,-0.3,0,0,0.0,0.0,-1.3416407864998738
1491,galcanezumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1492,pentostatin,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1493,"2-[4-[4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1494,pegvisomant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1495,"2-[4-(4-hydroxy-3-isopropyl-phenoxy)-3,5-dimethyl-phenyl]-2h-[1,2,4]triazine-3,5-dione",0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
1496,gallamine triethiodide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1497,setiptiline,0,0,[],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
1498,pegaspargase,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1499,"2-[3-(2-hydroxy-1,1-dihydroxymethyl-ethylamino)-propylamino]-2-hydroxymethyl-propane-1,3-diol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1500,"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1501,r-348,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1502,rivanicline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1503,paritaprevir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1504,"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1h-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1505,ritonavir,0,0,[],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
1506,"2-[4-(4-chlorophenyl)cyclohexylidene]-3,4-dihydroxy-1(2h)-naphthalenone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1507,quinidine,0,0,[],[],,0.0,-1.0,-1.0,-0.4,0,0,-1.4142135623730951,-1.4142135623730951,-1.788854381999832
1508,2'-monophosphoadenosine-5'-diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1509,"2-(2-{2-[2-(2-{2-[2-(2-ethoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol, polyethyleneglycol peg400",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1510,r673,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1511,pazopanib,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
1512,"1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1513,"1,4-dithiothreitol",0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1514,"2-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopent-1-ene-1-carboxylic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1515,potassium bicarbonate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1516,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-n-[(1r)-1-(3-chlorophenyl)ethyl]acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1517,gadoxetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1518,2-[3-({methyl[1-(2-naphthoyl)piperidin-4-yl]amino}carbonyl)-2-naphthyl]-1-(1-naphthyl)-2-oxoethylphosphonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1519,sertraline,0,0,[],[],,0.0,0.0,0.0,0.2,0,0,0.0,0.0,0.894427190999916
1520,"(2s,3r)-3-(6-amino-9h-purin-9-yl)nonan-2-ol",0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1521,methyl nonanoate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1522,2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}ethanesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1523,vestipitant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1524,mometasone,0,1,[],[5],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
1525,metergoline,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
1526,alefacept,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1527,yohimbine,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
1528,"4-[3-(3-nitrophenyl)-1,2,4-oxadiazol-5-yl]butanoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1529,"n,n,n-trimethyl-2-(phosphonooxy)ethanaminium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1530,gsk-923295,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1531,volinanserin,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1532,vintafolide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1533,"n-(2,3,4,5,6-pentaflouro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1534,"n-(2,3-difluoro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1535,metipranolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1536,"n-(2,6-diflouro-benzyl)-4-sulfamoyl-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1537,vilobelimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1538,"4-[(3-bromo-4-o-sulfamoylbenzyl)(4-cyanophenyl)amino]-4h-[1,2,4]-triazole",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1539,vilazodone,0,0,[],[],,0.0,0.0,0.0,0.3,0,0,0.0,0.0,1.3416407864998738
1540,(2-{[(4-bromo-2-fluorobenzyl)amino]carbonyl}-5-chlorophenoxy)acetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1541,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1542,vidarabine,0,1,[],[5],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
1543,moexipril,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
1544,moclobemide,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
1545,mitomycin,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
1546,"[(2r)-1-[(2s)-2-[[(2s,3s)-1-chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1547,zilucoplan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1548,moxonidine,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
1549,mometasone furoate,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1550,"(2r)-3-{[(4z)-5,6-diphenyl-6,7-dihydro-4h-pyrrolo[2,3-d]pyrimidin-4-ylidene]amino}propane-1,2-diol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1551,minoxidil,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
1552,alendronic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1553,penbutolol,0,0,[],[],,0.0,0.0,0.0,0.2,0,0,0.0,0.0,0.894427190999916
1554,zuclopenthixol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1555,miltefosine,0,0,[],[],,0.0,0.0,0.0,0.2,0,0,0.0,0.0,0.894427190999916
1556,mito-4509,0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
1557,gs 0573,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1558,"(2r)-1-[(5,6-diphenyl-7h-pyrrolo[2,3-d]pyrimidin-4-yl)amino]propan-2-ol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1559,zofenoprilat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1560,ziprasidone,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
1561,(2r)-2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}propene-1-sulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1562,pemetrexed,0,0,[],[],,0.0,-1.0,-1.0,0.2,0,0,-1.4142135623730951,-1.4142135623730951,0.894427190999916
1563,mitapivat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1564,(2r)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9h-purin-2-yl}amino)butan-1-ol,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1565,"(2,2-diphosphonoethyl)(dodecyl)dimethylphosphonium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1566,"[4-(5-naphthalen-2-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1567,zalcitabine,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
1568,xylazine,0,0,[],[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
1569,n-[1-hydroxycarboxyethyl-carbonyl]leucylamino-2-methyl-butane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1570,peginterferon alfa-2a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1571,"n-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1572,trichostatin a,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
1573,memantine,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
1574,5'-deoxy-5'-piperidin-1-ylthymidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1575,trifluoroacetonyl coenzyme a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1576,"{3-[(5-chloro-1,3-benzothiazol-2-yl)methyl]-2,4-dioxo-3,4-dihydropyrimidin-1(2h)-yl}acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1577,4-(5-benzenesulfonylamino-1-methyl-1h-benzoimidazol-2-ylmethyl)-benzamidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1578,triglu-5-formyl-tetrahydrofolate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1579,"2-[3,4-dihydroxy-2-hydroxymethyl-5-(2-hydroxy-nonyl)-tetrahydro-furan-2-yloxy]-6-hydroxymethyl-tetra hydro-pyran-3,4,5-triol",0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
1580,"n-[(5r,14r)-5-amino-5,14-dimethyl-4-oxo-3-oxa-18-azatricyclo[15.3.1.1~7,11~]docosa-1(21),7(22),8,10,17,19-hexaen-19-yl]-n-methylmethanesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1581,triglyme,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1582,"4-(5-phenyl-1h-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1583,n-[2-(1h-indol-5-yl)-butyl]-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1584,"4-(6-hydroxy-benzo[d]isoxazol-3-yl)benzene-1,3-diol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1585,"4-(6-{[(4-methylcyclohexyl)amino]methyl}-1,4-dihydroindeno[1,2-c]pyrazol-3-yl)benzoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1586,trifluoro-[hydroxy-[hydroxy-[2-(n-methyl-2-nitro-anilino)ethoxy]phosphoryl]oxy-phosphoryl]oxy-beryllium(1-),0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1587,tert-butanol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1588,n-benzyl-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1589,uridylyl-2'-5'-phospho-guanosine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1590,peginterferon alfa-2b,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1591,"n'-(3-chloro-4-methoxy-phenyl)-n-(3,4,5-trimethoxyphenyl)-1,3,5-triazine-2,4-diamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
