,drug_name,Genomic instability count,Genomic instability count marg,Genomic instability,Genomic instability marg,Cmap pAGE Genomic instability level1,Cmap pAGE Genomic instability level2,Cmap pAGE Genomic instability level3,Cmap pAGE Genomic instability level4,Cmap pAGE Genomic instability level5,Cmap pAGE Genomic instability level1 z_score,Cmap pAGE Genomic instability level2 z_score,Cmap pAGE Genomic instability level3 z_score,Cmap pAGE Genomic instability level4 z_score,Cmap pAGE Genomic instability level5 z_score
2020,felbamate,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.36,0.0136986301369863,1.0,0.0,-0.8164965809277259,-1.7999999999999998,0.1655211777204736
2021,anastrozole,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.04,0.0273972602739726,1.0,0.0,-0.8164965809277259,-0.1999999999999999,0.3310423554409472
2022,docetaxel,0,0,[],[],-1.0,0.0,0.6666666666666666,0.2,-0.0136986301369863,-1.0,0.0,1.6329931618554518,1.0,-0.1655211777204736
2023,baloxavir marboxil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2024,exenatide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2025,ethchlorvynol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2026,annamycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2027,evening primrose oil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2028,ethosuximide,0,0,[],[],-1.0,0.0,0.0,-0.12,-0.0684931506849315,-1.0,0.0,0.0,-0.6,-0.827605888602368
2029,dyphylline,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.44,-0.1643835616438356,-1.0,-1.4142135623730951,-1.6329931618554518,-2.1999999999999997,-1.986254132645683
2030,ethotoin,0,0,[],[],1.0,0.0,0.3333333333333333,0.2,0.0410958904109589,1.0,0.0,0.8164965809277259,1.0,0.4965635331614207
2031,gantacurium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2032,alprostadil,0,0,[],[],-1.0,0.0,-0.3333333333333333,0.04,0.1095890410958904,-1.0,0.0,-0.8164965809277259,0.1999999999999999,1.3241694217637887
2033,anz-100,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2034,al6528,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2035,99mtc-14 f7 mab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2036,pibrentasvir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2037,bufuralol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2038,al5424,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2039,9-n-phenylmethylamino-tacrine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2040,imidafenacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2041,piboserod,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2042,phylloquinone,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.2,-0.0821917808219178,1.0,0.0,-0.8164965809277259,-1.0,-0.9931270663228416
2043,idd552,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2044,garetosmab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2045,fluvoxamine,0,0,[],[],1.0,0.0,0.0,0.2,-0.0547945205479452,1.0,0.0,0.0,1.0,-0.6620847108818944
2046,idd594,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2047,phenylpropanolamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2048,cupric oxide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2049,incb-9471,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2050,incb7839,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2051,cryptenamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2052,brinzolamide,0,0,[],[],1.0,1.0,0.6666666666666666,0.6,0.1780821917808219,1.0,1.4142135623730951,1.6329931618554518,2.9999999999999996,2.1517753103661565
2053,inebilizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2054,indocyanine green acid form,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2055,indisulam,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
2056,brotizolam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2057,pilocarpine,0,0,[],[],-1.0,0.0,0.3333333333333333,0.04,-0.0273972602739726,-1.0,0.0,0.8164965809277259,0.1999999999999999,-0.3310423554409472
2058,al5300,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2059,cpad,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2060,2-deoxy-glucose-6-phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2061,brivudine,0,0,[],[],1.0,0.0,0.0,-0.28,-0.0821917808219178,1.0,0.0,0.0,-1.4,-0.9931270663228416
2062,al-4623,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2063,coumarin,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.04,0.0821917808219178,1.0,0.0,-0.8164965809277259,-0.1999999999999999,0.9931270663228416
2064,aki-001,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2065,implitapide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2066,ovalicin,0,2,[],"[2, 3]",,,,,,0.0,0.0,0.0,0.0,0.0
2067,adx10059,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2068,adl5859,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2069,picolinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2070,piclidenoson,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2071,indecainide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2072,copper oxodotreotide cu-64,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2073,ac-(d)phe-pro-borohomolys-oh,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2074,bitolterol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2075,acetylcholine,0,0,[],[],1.0,0.0,0.3333333333333333,-0.04,-0.0684931506849315,1.0,0.0,0.8164965809277259,-0.1999999999999999,-0.827605888602368
2076,oteseconazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2077,nortriptyline,0,0,[],[],-1.0,0.0,0.0,-0.2,-0.136986301369863,-1.0,0.0,0.0,-1.0,-1.655211777204736
2078,obe101,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2079,(r)-minalrestat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2080,nonacog beta pegol,0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
2081,nordazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2082,teclistamab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2083,norgestimate,0,0,[],[],-1.0,0.0,0.6666666666666666,0.36,0.136986301369863,-1.0,0.0,1.6329931618554518,1.7999999999999998,1.655211777204736
2084,gadoxetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2085,galcanezumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2086,technetium tc-99m succimer,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2087,3-(6-hydroxy-naphthalen-2-yl)-benzo[d]isooxazol-6-ol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2088,nylidrin,0,2,[],"[1, 4]",,,,,,0.0,0.0,0.0,0.0,0.0
2089,taurine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2090,(r)-n-(1-methyl-hexyl)-formamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2091,"n~3~-(3-pyridin-3-ylbenzyl)pyridine-2,3-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2092,"n~3~-benzylpyridine-2,3-diamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2093,(r)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2094,tanaproget,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.44,-0.0547945205479452,-1.0,-1.4142135623730951,-1.6329931618554518,-2.1999999999999997,-0.6620847108818944
2095,(r)-n-methyl-n-2-propynyl-1-indanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2096,talbutal,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2097,"thiophene-2,5-disulfonic acid 2-amide-5-(4-methyl-benzylamide)",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2098,tb-402,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2099,"2-[4-(4-chlorophenyl)cyclohexylidene]-3,4-dihydroxy-1(2h)-naphthalenone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2100,albiglutide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2101,"3-(4-chlorophenyl)-5-(methylthio)-4h-1,2,4-triazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2102,"3-(4-amino-1-tert-butyl-1h-pyrazolo[3,4-d]pyrimidin-3-yl)phenol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2103,"3-(3-methoxybenzyl)-1h-pyrrolo[2,3-b]pyridine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2104,trans-4-(guanidinomethyl)-cyclohexane-l-yl-d-3-cyclohexylalanyl-l-azetidine-2-yl-d-tyrosinyl-l-homoargininamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2105,(r)-warfarin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2106,tp-508,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2107,octanoyl-coenzyme a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2108,albendazole,0,0,[],[],-1.0,-1.0,-0.3333333333333333,-0.2,-0.1643835616438356,-1.0,-1.4142135623730951,-0.8164965809277259,-1.0,-1.986254132645683
2109,octylphenoxy polyethoxyethanol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2110,3-(2-aminoethyl)-4-(aminomethyl)heptanedioic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2111,2-[4-(3-methyl-1h-pyrazol-4-yl)phenyl]ethanamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2112,olanzapine,0,0,[],[],-1.0,0.0,0.3333333333333333,-0.04,-0.0410958904109589,-1.0,0.0,0.8164965809277259,-0.1999999999999999,-0.4965635331614207
2113,3-(2-amino-6-benzoylquinazolin-3(4h)-yl)-n-cyclohexyl-n-methylpropanamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2114,"3-(2,6-difluorophenyl)-2-(methylthio)quinazolin-4(3h)-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2115,alanine,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
2116,paritaprevir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2117,(r)-rolipram,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2118,"2-[4-[4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2119,(s)-(+)-2-[4-(fluorobenzyloxy-benzylamino)propionamide],0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2120,oxygen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2121,parachlorophenol,0,0,[],[],1.0,0.0,0.6666666666666666,0.2,0.0,1.0,0.0,1.6329931618554518,1.0,0.0
2122,spesolimab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2123,pazufloxacin,0,0,[],[],1.0,1.0,1.0,0.2,0.1232876712328767,1.0,1.4142135623730951,2.449489742783178,1.0,1.4896905994842622
2124,"2-{3-[(2s)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2h)-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2125,sotatercept,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2126,"1,2,4-triazole",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2127,"(s,r)-fidarestat",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2128,sulfadiazine,0,0,[],[],-1.0,0.0,0.6666666666666666,0.04,0.0136986301369863,-1.0,0.0,1.6329931618554518,0.1999999999999999,0.1655211777204736
2129,omidenepag isopropyl,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2130,o2-sulfo-glucuronic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2131,orciprenaline,0,0,[],[],1.0,1.0,-0.3333333333333333,-0.04,0.047945205479452,1.0,1.4142135623730951,-0.8164965809277259,-0.1999999999999999,0.5793241220216575
2132,oritavancin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2133,(s)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2134,"3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2135,sumatriptan,0,0,[],[],1.0,0.0,-0.6666666666666666,0.04,-0.2054794520547945,1.0,0.0,-1.6329931618554518,0.1999999999999999,-2.482817665807104
2136,gallium citrate ga-67,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2137,ganaxolone,0,0,[],[],-1.0,-1.0,-1.0,-0.04,0.0,-1.0,-1.4142135623730951,-2.449489742783178,-0.1999999999999999,0.0
2138,(s)-rolipram,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2139,phenylalanylaminodi(ethyloxy)ethyl benzenesulfonamideaminocarbonylbenzenesulfonamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2140,sphingosine,0,0,[],[],1.0,1.0,0.6666666666666666,0.52,0.1095890410958904,1.0,1.4142135623730951,1.6329931618554518,2.6,1.3241694217637887
2141,gallamine triethiodide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2142,"2s,4r-4-methylglutamate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2143,"o6-(r)-roscovitine, r-2-(6-benzyloxy-9-isopropyl-9h-purin-2-ylamino)-butan-1-ol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2144,omacetaxine mepesuccinate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2145,"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2146,(s)-indapamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2147,omeprazole,0,0,[],[],-1.0,-1.0,0.3333333333333333,-0.12,-0.0136986301369863,-1.0,-1.4142135623730951,0.8164965809277259,-0.6,-0.1655211777204736
2148,sucrose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2149,succinylcholine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2150,oxytocin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2151,3'-uridinemonophosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2152,p-anisic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2153,p-nitrophenol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2154,3'-phosphate-adenosine-5'-diphosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2155,stavudine,0,0,[],[],-1.0,0.0,0.3333333333333333,0.2,0.0821917808219178,-1.0,0.0,0.8164965809277259,1.0,0.9931270663228416
2156,stanolone acetate,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
2157,oxyphenbutazone,0,0,[],[],-1.0,0.0,-0.3333333333333333,0.2,0.273972602739726,-1.0,0.0,-0.8164965809277259,1.0,3.310423554409472
2158,stanolone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2159,"1,2-benzodiazepine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2160,ore-1001,0,0,[],[],-1.0,0.0,0.6666666666666666,0.44,0.0684931506849315,-1.0,0.0,1.6329931618554518,2.1999999999999997,0.827605888602368
2161,tafasitamab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2162,glutethimide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2163,phenylpyruvic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2164,gliclazide,0,0,[],[],1.0,1.0,1.0,0.6,0.0410958904109589,1.0,1.4142135623730951,2.449489742783178,2.9999999999999996,0.4965635331614207
2165,glipizide,0,0,[],[],-1.0,0.0,-0.3333333333333333,0.2,0.0821917808219178,-1.0,0.0,-0.8164965809277259,1.0,0.9931270663228416
2166,adinazolam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2167,daunorubicin,0,0,[],[],1.0,1.0,1.0,0.68,0.2054794520547945,1.0,1.4142135623730951,2.449489742783178,3.4,2.482817665807104
2168,adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate],0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2169,cyanamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2170,d-phenylalanyl-n-benzyl-l-prolinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2171,pholcodine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2172,d-alanine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2173,hyaluronic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2174,cytisine,0,0,[],[],-1.0,0.0,0.3333333333333333,0.04,0.0136986301369863,-1.0,0.0,0.8164965809277259,0.1999999999999999,0.1655211777204736
2175,abiraterone,0,0,[],[],1.0,1.0,0.3333333333333333,0.28,-0.0136986301369863,1.0,1.4142135623730951,0.8164965809277259,1.4,-0.1655211777204736
2176,cytidine 3'-monophosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2177,cytarabine,0,0,[],[],1.0,0.0,0.0,-0.28,-0.1780821917808219,1.0,0.0,0.0,-1.4,-2.1517753103661565
2178,human calcitonin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2179,perindopril,0,1,[],[1],-1.0,-1.0,-0.3333333333333333,0.44,0.0821917808219178,-1.0,-1.4142135623730951,-0.8164965809277259,2.1999999999999997,0.9931270663228416
2180,perhexiline,0,0,[],[],-1.0,0.0,0.3333333333333333,-0.44,-0.1917808219178082,-1.0,0.0,0.8164965809277259,-2.1999999999999997,-2.31729648808663
2181,human interferon omega-1,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2182,debromohymenialdisine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2183,ado-p-ch2-p-ps-ado,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2184,aducanumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2185,deferasirox,0,0,[],[],-1.0,-1.0,0.0,-0.12,-0.0273972602739726,-1.0,-1.4142135623730951,0.0,-0.6,-0.3310423554409472
2186,guselkumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2187,darolutamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2188,dasabuvir,0,0,[],[],-1.0,-1.0,0.3333333333333333,0.28,0.0547945205479452,-1.0,-1.4142135623730951,0.8164965809277259,1.4,0.6620847108818944
2189,gavorestat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2190,gemeprost,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2191,gemfibrozil,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.2,-0.2328767123287671,1.0,0.0,-0.8164965809277259,-1.0,-2.813860021248051
2192,delorazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2193,alpha-methyl-n-acetyl-d-glucosamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2194,betaxolol,0,0,[],[],-1.0,0.0,0.6666666666666666,0.52,0.2054794520547945,-1.0,0.0,1.6329931618554518,2.6,2.482817665807104
2195,gestrinone,0,0,[],[],-1.0,0.0,-0.3333333333333333,-0.12,0.0753424657534246,-1.0,0.0,-0.8164965809277259,-0.6,0.9103664774626048
2196,gilteritinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2197,2-methoxy-3-isopropylpyrazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2198,gimeracil,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.12,-0.0684931506849315,1.0,0.0,-0.8164965809277259,-0.6,-0.827605888602368
2199,ginkgo biloba,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2200,deflazacort,0,0,[],[],1.0,1.0,0.3333333333333333,0.2,-0.0753424657534246,1.0,1.4142135623730951,0.8164965809277259,1.0,-0.9103664774626048
2201,aetiocholanolone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2202,phosphatidyl serine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2203,human thrombin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2204,botulinum toxin type a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2205,opc-28326,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2206,d-tyrosine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2207,halothane,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2208,gabapentin enacarbil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2209,heparin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2210,aceprometazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2211,heptabarbital,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2212,bleomycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2213,heptaethylene glycol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2214,acebutolol,0,0,[],[],-1.0,0.0,0.6666666666666666,0.52,0.1232876712328767,-1.0,0.0,1.6329931618554518,2.6,1.4896905994842622
2215,hesperetin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2216,pagoclone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2217,d-tryptophan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2218,albinterferon alfa-2b,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2219,hexafluronium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2220,hexatantalum dodecabromide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2221,mebendazole,0,0,[],[],1.0,1.0,0.3333333333333333,0.04,0.0547945205479452,1.0,1.4142135623730951,0.8164965809277259,0.1999999999999999,0.6620847108818944
2222,flunarizine,0,0,[],[],-1.0,-1.0,-1.0,-0.52,-0.0684931506849315,-1.0,-1.4142135623730951,-2.449489742783178,-2.6,-0.827605888602368
2223,4-sulfonamide-[1-(4-aminobutane)]benzamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2224,"(r,r)-2,3-butanediol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2225,haloperidol,0,0,[],[],1.0,0.0,0.6666666666666666,0.04,0.0821917808219178,1.0,0.0,1.6329931618554518,0.1999999999999999,0.9931270663228416
2226,acetoacetyl-coa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2227,halofantrine,0,0,[],[],-1.0,0.0,0.3333333333333333,0.28,-0.0273972602739726,-1.0,0.0,0.8164965809277259,1.4,-0.3310423554409472
2228,halazepam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2229,cyproterone acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2230,paraldehyde,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2231,hydrocortisone,0,0,[],[],-1.0,0.0,0.6666666666666666,0.2,0.0958904109589041,-1.0,0.0,1.6329931618554518,1.0,1.158648244043315
2232,cycloserine,0,0,[],[],-1.0,0.0,0.0,-0.12,0.0,-1.0,0.0,0.0,-0.6,0.0
2233,hydroxyurea,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.12,-0.1506849315068493,1.0,0.0,-1.6329931618554518,-0.6,-1.8207329549252096
2234,brexanolone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2235,cyclic adenosine monophosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2236,cyclic gmp,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2237,pavinetant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2238,hexylcaine,0,1,[],[5],1.0,1.0,0.3333333333333333,0.04,0.0821917808219178,1.0,1.4142135623730951,0.8164965809277259,0.1999999999999999,0.9931270663228416
2239,d-phenylalanyl-n-(3-fluorobenzyl)-l-prolinamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2240,hexobarbital,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2241,acamprosate,0,0,[],[],-1.0,0.0,0.6666666666666666,0.44,0.0410958904109589,-1.0,0.0,1.6329931618554518,2.1999999999999997,0.4965635331614207
2242,acetylcarnitine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2243,d-norleucine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2244,d-glucose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2245,hy10275,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2246,(1r)-2-[(cyanomethyl)amino]-1-({[2-(difluoromethoxy)benzyl]sulfonyl}methyl)-2-oxoethyl morpholine-4-carboxylate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2247,serine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2248,sot-107,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2249,a-674563,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2250,hypromellose,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2251,3-methylfentanyl,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2252,rifapentine,0,0,[],[],1.0,1.0,0.6666666666666666,0.36,0.0821917808219178,1.0,1.4142135623730951,1.6329931618554518,1.7999999999999998,0.9931270663228416
2253,rifamycin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2254,nicotine,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.28,-0.0273972602739726,1.0,0.0,-1.6329931618554518,-1.4,-0.3310423554409472
2255,hypoxanthine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
2256,hyperforin,0,0,[],[],-1.0,-1.0,0.0,-0.36,-0.0821917808219178,-1.0,-1.4142135623730951,0.0,-1.7999999999999998,-0.9931270663228416
