,drug_name,Mitochondrial dysfunction count,Mitochondrial dysfunction count marg,Mitochondrial dysfunction,Mitochondrial dysfunction marg,Cmap pAGE Mitochondrial dysfunction level1,Cmap pAGE Mitochondrial dysfunction level2,Cmap pAGE Mitochondrial dysfunction level3,Cmap pAGE Mitochondrial dysfunction level4,Cmap pAGE Mitochondrial dysfunction level5,Cmap pAGE Mitochondrial dysfunction level1 z_score,Cmap pAGE Mitochondrial dysfunction level2 z_score,Cmap pAGE Mitochondrial dysfunction level3 z_score,Cmap pAGE Mitochondrial dysfunction level4 z_score,Cmap pAGE Mitochondrial dysfunction level5 z_score
736,edetate disodium anhydrous,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
737,"3-(3,5-dibromo-4-hydroxy-benzoyl)-2-ethyl-benzofuran-6-sulfonic acid [4-(thiazol-2-ylsulfamoyl)-phenyl]-amide",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
738,"3-(3,5-dibromo-4-hydroxy-benzoyl)-2-ethyl-benzofuran-6-sulfonic acid dimethylamide",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
739,"3-(3,5-dibromo-4-hydroxy-benzoyl)-2-ethyl-benzofuran-6-sulfonic acid (4-sulfamoyl-phenyl)-amide",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
740,"9-hydroxy-4-phenyl-6h-pyrrolo[3,4-c]carbazole-1,3-dione",1,1,[1],[2],,,,,,0,0.0,0.0,0.0,0.0
741,"9-hydroxy-6-(3-hydroxypropyl)-4-(2-methoxyphenyl)pyrrolo[3,4-c]carbazole-1,3(2h,6h)-dione",1,1,[1],[2],,,,,,0,0.0,0.0,0.0,0.0
742,"8-bromo-4-(2-chlorophenyl)-n-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide",1,1,[1],[2],,,,,,0,0.0,0.0,0.0,0.0
743,2-{[4-(2-acetylamino-2-pentylcarbamoyl-ethyl)-naphthalen-1-yl]-oxalyl-amino}-benzoic acid,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
744,gimeracil,1,0,[5],[],0.0,1.0,-0.2941176470588235,0.1034482758620689,0.0755813953488372,0,1.4142135623730951,-1.212678125181665,0.5570860145311556,0.9912407071619302
745,"3-[1-(3-aminopropyl)-1h-indol-3-yl]-4-(1h-indol-3-yl)-1h-pyrrole-2,5-dione",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
746,tioconazole,1,0,[5],[],0.0,-1.0,-0.0588235294117647,-0.2413793103448276,-0.3255813953488372,0,-1.4142135623730951,-0.2425356250363329,-1.299867367239363,-4.269959969312931
747,(5-chloro-2-{[(3-nitrobenzyl)amino]carbonyl}phenoxy)acetic acid,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
748,"3,3',5,5'-tetrachlorobiphenyl-4,4'-diol",1,1,[3],[4],,,,,,0,0.0,0.0,0.0,0.0
749,dapsone,1,0,[4],[],0.0,0.0,-0.0588235294117647,-0.0344827586206896,0.1046511627906976,0,0.0,-0.2425356250363329,-0.1856953381770518,1.372487132993442
750,artenimol,1,1,[3],[4],,,,,,0,0.0,0.0,0.0,0.0
751,1-{2-oxo-3-[(1r)-1-(1h-pyrrol-2-yl)ethyl]-2h-indol-5-yl}urea,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
752,"2-(oxalyl-amino)-4,5,6,7-tetrahydro-thieno[2,3-c]pyridine-3-carboxylic acid",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
753,ginkgo biloba,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
754,amivantamab,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
755,"2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]thiopyran-3-carboxylic acid",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
756,human calcitonin,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
757,5-hydroxy-3-[(1r)-1-(1h-pyrrol-2-yl)ethyl]-2h-indol-2-one,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
758,"(1s)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
759,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
760,cabozantinib,1,0,[1],[],0.0,1.0,0.0588235294117647,0.1724137931034483,0.1337209302325581,0,1.4142135623730951,0.2425356250363329,0.9284766908852594,1.7537335588249534
761,hydrocortisone,1,0,[5],[],0.0,0.0,0.1764705882352941,-0.0344827586206896,-0.0290697674418604,0,0.0,0.727606875108999,-0.1856953381770518,-0.3812464258315116
762,2-(oxalyl-amino)-benzoic acid,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
763,bifonazole,1,0,[5],[],0.0,1.0,0.4117647058823529,0.1724137931034483,-0.0116279069767441,0,1.4142135623730951,1.697749375254331,0.9284766908852594,-0.1524985703326046
764,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
765,levocarnitine,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
766,thiabendazole,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
767,omega-3-carboxylic acids,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
768,incb13739,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
769,tridolgosir,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
770,hypericin,1,2,[5],"[3, 4]",0.0,-1.0,-0.1764705882352941,-0.3793103448275862,-0.1627906976744186,0,-1.4142135623730951,-0.727606875108999,-2.0426487199475702,-2.1349799846564657
771,hymenialdisine,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
772,3-sulfino-l-alanine,1,0,[4],[],,,,,,0,0.0,0.0,0.0,0.0
773,n-methyl(5-(pyridin-3-yl)furan-2-yl)methanamine,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
774,4-iodopyrazole,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
775,"l-erythro-7,8-dihydrobiopterin",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
776,"n-alpha-acetyl-3,5-diiodotyrosylglycine",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
777,"n-cyclopropyl-n-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
778,"4,4'-dipyridyl disulfide",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
779,dg031,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
780,"(5r)-2-[(2-fluorophenyl)amino]-5-isopropyl-1,3-thiazol-4(5h)-one",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
781,tributyrin,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
782,"n-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-n-cyclopropyl-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
783,sorbinil,1,0,[2],[],0.0,1.0,-0.0588235294117647,-0.1034482758620689,0.0872093023255814,0,1.4142135623730951,-0.2425356250363329,-0.5570860145311556,1.143739277494535
784,sulfathiazole,1,0,[5],[],0.0,1.0,0.1764705882352941,0.1724137931034483,0.1511627906976744,0,1.4142135623730951,0.727606875108999,0.9284766908852594,1.9824814143238605
785,solabegron,1,0,[4],[],,,,,,0,0.0,0.0,0.0,0.0
786,sotalol,1,0,[2],[],0.0,0.0,0.1764705882352941,0.1034482758620689,0.1627906976744186,0,0.0,0.727606875108999,0.5570860145311556,2.1349799846564657
787,"n-alpha-acetyl-3,5-diiodotyrosyl-d-threonine",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
788,oxygen,1,1,[5],[2],,,,,,0,0.0,0.0,0.0,0.0
789,"2-{3-[(2s)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2h)-dione",1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
790,zoledronic acid,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
791,escitalopram,1,0,[5],[],0.0,0.0,0.2941176470588235,0.1034482758620689,-0.0872093023255814,0,0.0,1.212678125181665,0.5570860145311556,-1.143739277494535
792,veliflapon,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
793,dofetilide,1,1,[2],[1],0.0,0.0,0.2941176470588235,-0.1034482758620689,-0.1395348837209302,0,0.0,1.212678125181665,-0.5570860145311556,-1.829982843991256
794,chondroitin sulfate,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
795,venlafaxine,1,0,[5],[],0.0,0.0,-0.2941176470588235,-0.1724137931034483,0.005813953488372,0,0.0,-1.212678125181665,-0.9284766908852594,0.0762492851663023
796,"(s,r)-fidarestat",1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
797,bendroflumethiazide,1,0,[5],[],0.0,1.0,0.4117647058823529,0.2413793103448276,-0.0116279069767441,0,1.4142135623730951,1.697749375254331,1.299867367239363,-0.1524985703326046
798,omeprazole,1,0,[5],[],0.0,0.0,0.0588235294117647,-0.0344827586206896,0.0,0,0.0,0.2425356250363329,-0.1856953381770518,0.0
799,3-bromo-7-nitroindazole,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
800,5-fluoro-beta-l-gulosyl fluoride,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
801,tiopronin,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
802,4-[5-(2-carboxy-1-formyl-ethylcarbamoyl)-pyridin-3-yl]-benzoic acid,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
803,montelukast,1,0,[5],[],0.0,1.0,0.5294117647058824,0.2413793103448276,0.0523255813953488,0,1.4142135623730951,2.182820625326997,1.299867367239363,0.686243566496721
804,"n,n-dimethyl(5-(pyridin-3-yl)furan-2-yl)methanamine",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
805,5-[4-(1-carboxymethyl-2-oxo-propylcarbamoyl)-benzylsulfamoyl]-2-hydroxy-benzoic acid,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
806,hexatantalum dodecabromide,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
807,5-bromonicotinamide,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
808,mk-886,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
809,(5-(pyridin-3-yl)furan-2-yl)methanamine,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
810,macitentan,1,0,[5],[],0.0,-1.0,0.1764705882352941,0.0344827586206896,-0.063953488372093,0,-1.4142135623730951,0.727606875108999,0.1856953381770518,-0.8387421368293257
811,flunarizine,1,0,[5],[],0.0,1.0,-0.0588235294117647,0.1034482758620689,0.0872093023255814,0,1.4142135623730951,-0.2425356250363329,0.5570860145311556,1.143739277494535
812,cupric sulfate,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
813,metronidazole,1,0,[5],[],0.0,1.0,0.1764705882352941,0.1724137931034483,0.0116279069767441,0,1.4142135623730951,0.727606875108999,0.9284766908852594,0.1524985703326046
814,5-thio-a/b-d-mannopyranosylamine,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
815,minaprine,1,0,[5],[],0.0,0.0,-0.2941176470588235,-0.1724137931034483,0.0930232558139534,0,0.0,-1.212678125181665,-0.9284766908852594,1.219988562660837
816,(r)-minalrestat,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
817,ab192,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
818,cyanocobalamin,1,1,[4],[5],0.0,1.0,0.0588235294117647,0.1034482758620689,0.1569767441860465,0,1.4142135623730951,0.2425356250363329,0.5570860145311556,2.058730699490163
819,(r)-n-(1-methyl-hexyl)-formamide,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
820,methylprednisolone,1,0,[5],[],0.0,-1.0,-0.4117647058823529,-0.3793103448275862,-0.005813953488372,0,-1.4142135623730951,-1.697749375254331,-2.0426487199475702,-0.0762492851663023
821,cytidine-5'-monophosphate,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
822,3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
823,3-hydroxyglutaric acid,1,1,[2],[3],,,,,,0,0.0,0.0,0.0,0.0
824,"(5s)-2-{[(1s)-1-(4-fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5h)-one",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
825,"(5s)-2-{[(1s)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5h)-one",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
826,lumiracoxib,1,1,[4],[5],,,,,,0,0.0,0.0,0.0,0.0
827,naringenin,1,2,[5],"[1, 2]",0.0,-1.0,0.2941176470588235,0.1034482758620689,0.1860465116279069,0,-1.4142135623730951,1.212678125181665,0.5570860145311556,2.4399771253216747
828,"(5s)-2-(cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5h)-one",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
829,am103,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
830,3-[(3-(2-carboxyethyl)-4-methylpyrrol-2-yl)methylene]-2-indolinone,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
831,"o6-(r)-roscovitine, r-2-(6-benzyloxy-9-isopropyl-9h-purin-2-ylamino)-butan-1-ol",1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
832,3-(oxalyl-amino)-naphthalene-2-carboxylic acid,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
833,"3-(9-hydroxy-1,3-dioxo-4-phenyl-2,3-dihydropyrrolo[3,4-c]carbazol-6(1h)-yl)propanoic acid",1,1,[1],[2],,,,,,0,0.0,0.0,0.0,0.0
834,2-butyl-1-hydroxyguanidine,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
835,olaparib,1,0,[5],[],0.0,0.0,0.1764705882352941,0.1724137931034483,0.1860465116279069,0,0.0,0.727606875108999,0.9284766908852594,2.4399771253216747
836,n-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
837,triclabendazole,1,0,[5],[],0.0,0.0,-0.0588235294117647,-0.0344827586206896,0.0813953488372093,0,0.0,-0.2425356250363329,-0.1856953381770518,1.0674899923282328
838,ifosfamide,1,0,[5],[],0.0,-1.0,-0.0588235294117647,-0.0344827586206896,0.0581395348837209,0,-1.4142135623730951,-0.2425356250363329,-0.1856953381770518,0.7624928516630233
839,pemigatinib,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
840,pnu177836,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
841,novo nordisk a/s compound,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
842,olomoucine,1,0,[1],[],0.0,0.0,0.1764705882352941,-0.0344827586206896,-0.0116279069767441,0,0.0,0.727606875108999,-0.1856953381770518,-0.1524985703326046
843,isocitric acid,1,1,[5],[3],,,,,,0,0.0,0.0,0.0,0.0
844,"{4-[(carboxymethoxy)carbonyl]-3,3-dioxido-1-oxonaphtho[1,2-d]isothiazol-2(1h)-yl}acetic acid",1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
845,cyclobenzaprine,1,0,[5],[],0.0,0.0,-0.4117647058823529,-0.4482758620689655,-0.1744186046511628,0,0.0,-1.697749375254331,-2.4140393963016744,-2.28747855498907
846,valdecoxib,1,0,[5],[],0.0,0.0,-0.1764705882352941,0.1724137931034483,0.0930232558139534,0,0.0,-0.727606875108999,0.9284766908852594,1.219988562660837
847,tranylcypromine,1,0,[5],[],0.0,1.0,-0.4117647058823529,-0.1034482758620689,0.2848837209302325,0,1.4142135623730951,-1.697749375254331,-0.5570860145311556,3.7362149731488143
848,crotalus atrox antivenin,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
849,crotalus adamanteus antivenin,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
850,n-formylmethionine,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
851,n-(bromoacetyl)-beta-alanyl-n-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-l-serinamide,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
852,mk-1775,1,1,[1],[2],0.0,1.0,0.1764705882352941,-0.1034482758620689,-0.2034883720930232,0,1.4142135623730951,0.727606875108999,-0.5570860145311556,-2.6687249808205817
853,mcc,1,1,[5],[1],,,,,,0,0.0,0.0,0.0,0.0
854,n-(3-carboxypropanoyl)-l-phenylalanyl-3-carboxy-o-(carboxymethyl)-n-pentyl-l-tyrosinamide,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
855,midomafetamine,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
856,docetaxel,1,0,[5],[],0.0,1.0,0.1764705882352941,-0.1034482758620689,0.0232558139534883,0,1.4142135623730951,0.727606875108999,-0.5570860145311556,0.3049971406652093
857,n-omega-propyl-l-arginine,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
858,"n-[4-(2-chlorophenyl)-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-c]carbazol-9-yl]formamide",1,1,[1],[2],,,,,,0,0.0,0.0,0.0,0.0
859,n-[3-(aminomethyl)benzyl]acetamidine,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
860,"n-[3-(2-fluoroethoxy)phenyl]-n'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
861,n-cyclopentyl-n-cyclobutylformamide,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
862,lucatumumab,1,1,[1],[2],,,,,,0,0.0,0.0,0.0,0.0
863,n-formylpiperidine,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
864,seratrodast,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
865,spebrutinib,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
866,eniluracil,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
867,anastrozole,1,0,[5],[],0.0,0.0,-0.0588235294117647,-0.1034482758620689,-0.1162790697674418,0,0.0,-0.2425356250363329,-0.5570860145311556,-1.5249857033260463
868,corticosterone,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
869,"compound 5, 2-(naphthalen-1-yl-oxalyl-amino)-benzoicacid",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
870,ethambutol,1,0,[5],[],0.0,1.0,0.2941176470588235,0.2413793103448276,-0.0872093023255814,0,1.4142135623730951,1.212678125181665,1.299867367239363,-1.143739277494535
871,xl418,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
872,clenbuterol,1,0,[2],[],0.0,0.0,0.1764705882352941,0.1034482758620689,-0.127906976744186,0,0.0,0.727606875108999,0.5570860145311556,-1.6774842736586515
873,ibuprofen,1,0,[5],[],0.0,0.0,-0.0588235294117647,0.1034482758620689,0.1744186046511628,0,0.0,-0.2425356250363329,0.5570860145311556,2.28747855498907
874,voxelotor,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
875,dexfenfluramine,1,0,[4],[],0.0,0.0,0.1764705882352941,-0.1724137931034483,-0.1511627906976744,0,0.0,0.727606875108999,-0.9284766908852594,-1.9824814143238605
876,tezacitabine,1,1,[5],[2],,,,,,0,0.0,0.0,0.0,0.0
877,azelastine,1,0,[5],[],0.0,0.0,-0.0588235294117647,0.1034482758620689,-0.0348837209302325,0,0.0,-0.2425356250363329,0.5570860145311556,-0.457495710997814
878,metyrapone,1,0,[5],[],0.0,1.0,-0.0588235294117647,-0.0344827586206896,-0.0697674418604651,0,1.4142135623730951,-0.2425356250363329,-0.1856953381770518,-0.914991421995628
879,"{3-[(5-chloro-1,3-benzothiazol-2-yl)methyl]-2,4-dioxo-3,4-dihydropyrimidin-1(2h)-yl}acetic acid",1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
880,thiorphan,1,0,[2],[],0.0,0.0,-0.4117647058823529,-0.2413793103448276,-0.0174418604651162,0,0.0,-1.697749375254331,-1.299867367239363,-0.228747855498907
881,zanubrutinib,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
882,"{[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid",1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
883,estrone,1,0,[5],[],0.0,0.0,-0.0588235294117647,-0.0344827586206896,0.1744186046511628,0,0.0,-0.2425356250363329,-0.1856953381770518,2.28747855498907
884,clomipramine,1,0,[5],[],0.0,1.0,-0.1764705882352941,-0.1724137931034483,-0.2674418604651162,0,1.4142135623730951,-0.727606875108999,-0.9284766908852594,-3.507467117649907
885,vitamin a,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
886,dodecyldimethylamine n-oxide,1,1,[3],[4],,,,,,0,0.0,0.0,0.0,0.0
887,chymopapain,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
888,"[(3r)-3-(methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
889,carbendazim,1,0,[5],[],0.0,-1.0,-0.1764705882352941,-0.1034482758620689,-0.1395348837209302,0,-1.4142135623730951,-0.727606875108999,-0.5570860145311556,-1.829982843991256
890,atovaquone,1,0,[5],[],0.0,-1.0,-0.1764705882352941,-0.1724137931034483,0.0465116279069767,0,-1.4142135623730951,-0.727606875108999,-0.9284766908852594,0.6099942813304187
891,arformoterol,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
892,medical cannabis,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
893,vafidemstat,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
894,cedazuridine,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
895,"[[4-(aminomethyl)phenyl]amino]oxo-acetic acid,",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
896,chlorotrianisene,1,0,[5],[],0.0,0.0,-0.2941176470588235,-0.2413793103448276,0.0930232558139534,0,0.0,-1.212678125181665,-1.299867367239363,1.219988562660837
897,dacetuzumab,1,1,[1],[2],,,,,,0,0.0,0.0,0.0,0.0
898,azimilide,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
899,famciclovir,1,0,[5],[],0.0,-1.0,-0.1764705882352941,0.0344827586206896,0.1220930232558139,0,-1.4142135623730951,-0.727606875108999,0.1856953381770518,1.601234988492349
900,trifluoroethanol,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
901,p-coumaric acid,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
902,n-carbamoyl-alanine,1,1,[1],[2],,,,,,0,0.0,0.0,0.0,0.0
903,"1-{2-[2-(2-methoxyethoxy)ethoxy]ethoxy}-4-(1,1,3,3-tetramethylbutyl)benzene",1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
904,carbenoxolone,1,0,[5],[],0.0,-1.0,0.4117647058823529,0.1034482758620689,0.0755813953488372,0,-1.4142135623730951,1.697749375254331,0.5570860145311556,0.9912407071619302
905,"(1s,3r,4s,5s,7s)-4-{[2-(4-methoxyphenoxy)-2-methylpropanoyl]amino}adamantane-1-carboxamide",1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
906,1-deoxymannojirimycin,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
907,"1-{(2s,5s)-4-fluoro-5-[(trityloxy)methyl]tetrahydrofuran-2-yl}pyrimidine-2,4(1h,3h)-dione",1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
908,budesonide,1,0,[5],[],0.0,-1.0,0.1764705882352941,0.0344827586206896,-0.2325581395348837,0,-1.4142135623730951,0.727606875108999,0.1856953381770518,-3.049971406652093
909,agkistrodon piscivorus antivenin,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
910,2-[{4-[(2s)-2-{[(allyloxy)carbonyl]amino}-3-({4-[3-hydroxy-2-(methoxycarbonyl)phenoxy]butyl}amino)-3-oxopropyl]phenyl}(carboxycarbonyl)amino]benzoic acid,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
911,"4-(2-chlorophenyl)-8-(2-hydroxyethyl)-6-methylpyrrolo[3,4-e]indole-1,3(2h,6h)-dione",1,1,[1],[2],,,,,,0,0.0,0.0,0.0,0.0
912,ascorbic acid,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
913,"5-{4-[(3,5-difluorobenzyl)amino]phenyl}-6-ethylpyrimidine-2,4-diamine",1,0,[4],[],,,,,,0,0.0,0.0,0.0,0.0
914,1-methyl-3-phenyl-1h-pyrazol-5-ylsulfamic acid,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
915,"2-[(1s)-1-benzyl-2-sulfanylethyl]-1h-imidazo[4,5-c]pyridin-5-ium",1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
916,idd594,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
917,aluminum chloride,1,1,[5],[3],,,,,,0,0.0,0.0,0.0,0.0
918,inhibitor idd 384,1,0,[2],[],,,,,,0,0.0,0.0,0.0,0.0
919,azacitidine,1,1,[2],[1],0.0,0.0,-0.5294117647058824,-0.5862068965517241,-0.2732558139534883,0,0.0,-2.182820625326997,-3.1568207490098814,-3.5837164028162096
920,"(3r)-methylcarbamoyl-7-sulfoamino-3,4-dihydro-1h-isoquinoline-2-carboxylic acid benzyl ester",1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
921,4-bromo-3-(carboxymethoxy)-5-(4-hydroxyphenyl)thiophene-2-carboxylic acid,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
922,4-bromo-3-(carboxymethoxy)-5-phenylthiophene-2-carboxylic acid,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
923,isoleucine,1,0,[4],[],,,,,,0,0.0,0.0,0.0,0.0
924,iproniazid,1,0,[5],[],0.0,1.0,-0.1764705882352941,-0.1034482758620689,0.1395348837209302,0,1.4142135623730951,-0.727606875108999,-0.5570860145311556,1.829982843991256
925,4-bromo-3-(carboxymethoxy)-5-[3-(cyclohexylamino)phenyl]thiophene-2-carboxylic acid,1,0,[1],[],,,,,,0,0.0,0.0,0.0,0.0
926,carbocisteine,1,0,[5],[],,,,,,0,0.0,0.0,0.0,0.0
927,"1-beta-ribofuranosyl-1,3-diazepinone",1,1,[2],[3],,,,,,0,0.0,0.0,0.0,0.0
928,thalidomide,1,0,[5],[],0.0,1.0,-0.1764705882352941,0.1724137931034483,0.0465116279069767,0,1.4142135623730951,-0.727606875108999,0.9284766908852594,0.6099942813304187
