,drug_name,Epigenetic alterations count,Epigenetic alterations count marg,Epigenetic alterations,Epigenetic alterations marg,Cmap pAGE Epigenetic alterations level1,Cmap pAGE Epigenetic alterations level2,Cmap pAGE Epigenetic alterations level3,Cmap pAGE Epigenetic alterations level4,Cmap pAGE Epigenetic alterations level5,Cmap pAGE Epigenetic alterations level1 z_score,Cmap pAGE Epigenetic alterations level2 z_score,Cmap pAGE Epigenetic alterations level3 z_score,Cmap pAGE Epigenetic alterations level4 z_score,Cmap pAGE Epigenetic alterations level5 z_score
696,enmd-1198,1,1,[5],[4],,,,,,0.0,0.0,0.0,0.0,0.0
697,octocrylene,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
698,mirvetuximab soravtansine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
699,metribolone,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
700,tariquidar,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
701,rubitecan,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
702,tetradecyl hydrogen sulfate (ester),1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
703,org-34517,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
704,medrysone,1,0,[2],[],0.0,0.0,-0.1176470588235294,0.0833333333333333,0.0185758513931888,0.0,0.0,-0.4850712500726659,0.5,0.3338489304447943
705,calcium levulinate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
706,casopitant,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
707,arotinoid acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
708,rindopepimut,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
709,indirubin,1,0,[5],[],0.0,0.1428571428571428,0.1764705882352941,-0.0555555555555555,-0.0402476780185758,0.0,0.3779644730092272,0.727606875108999,-0.3333333333333333,-0.7233393492970543
710,mitemcinal,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
711,ularitide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
712,econazole,1,0,[2],[],0.0,0.1428571428571428,-0.1764705882352941,-0.0555555555555555,0.0650154798761609,0.0,0.3779644730092272,-0.727606875108999,-0.3333333333333333,1.16847125655678
713,amp-224,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
714,2'-deoxyuridine 3'-monophosphate,1,1,[2],[4],,,,,,0.0,0.0,0.0,0.0,0.0
715,rg-7795,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
716,brasofensine,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
717,chlorphenesin,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
718,ulobetasol,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
719,alclometasone,1,1,[4],[2],-1.0,0.1428571428571428,0.1764705882352941,0.0,-0.0526315789473684,-1.4142135623730951,0.3779644730092272,0.727606875108999,0.0,-0.9459053029269172
720,as-8112,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
721,rilonacept,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
722,5-aminonaphthalene-2-sulfonic acid,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
723,netoglitazone,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
724,quizartinib,1,0,[2],[],0.0,-0.1428571428571428,-0.5294117647058824,-0.5555555555555556,-0.1455108359133126,0.0,-0.3779644730092272,-2.182820625326997,-3.3333333333333335,-2.6151499551508888
725,levonordefrin,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
726,umbralisib,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
727,pardoprunox,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
728,doravirine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
729,budigalimab,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
730,concanamycin a,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
731,eletriptan,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
732,nitrofural,1,1,[2],[3],0.0,-0.7142857142857143,-0.5294117647058824,-0.2222222222222222,-0.1207430340557275,0.0,-1.8898223650461363,-2.182820625326997,-1.3333333333333333,-2.1700180478911633
733,niraxostat,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
734,semaxanib,1,0,[2],[],-1.0,-0.4285714285714285,0.0588235294117647,-0.1666666666666666,0.0835913312693498,-1.4142135623730951,-1.1338934190276817,0.2425356250363329,-1.0,1.5023201870015743
735,nimodipine,1,1,[2],[1],1.0,0.4285714285714285,0.2941176470588235,0.1111111111111111,0.0154798761609907,1.4142135623730951,1.1338934190276817,1.212678125181665,0.6666666666666666,0.2782074420373286
736,tenofovir,1,0,[2],[],0.0,0.1428571428571428,0.0588235294117647,0.0555555555555555,0.0712074303405572,0.0,0.3779644730092272,0.2425356250363329,0.3333333333333333,1.2797542333717116
737,segesterone acetate,1,1,[5],[4],,,,,,0.0,0.0,0.0,0.0,0.0
738,l-eflornithine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
739,esterified estrogens,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
740,eritoran,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
741,ertugliflozin,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
742,niflumic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
743,nicotinamide mononucleotide,1,2,[2],"[1, 3]",,,,,,0.0,0.0,0.0,0.0,0.0
744,phosphonoacetohydroxamic acid,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
745,cortisone,1,0,[2],[],0.0,-0.1428571428571428,0.0588235294117647,-0.1111111111111111,0.0650154798761609,0.0,-0.3779644730092272,0.2425356250363329,-0.6666666666666666,1.16847125655678
746,rimexolone,1,0,[4],[],0.0,0.4285714285714285,0.0588235294117647,0.1111111111111111,-0.0216718266253869,0.0,1.1338934190276817,0.2425356250363329,0.6666666666666666,-0.38949041885226
747,"n-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
748,3-({4-[(6-chloro-1-benzothien-2-yl)sulfonyl]-2-oxopiperazin-1-yl}methyl)benzenecarboximidamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
749,alizapride,1,0,[5],[],0.0,0.1428571428571428,-0.1764705882352941,-0.1666666666666666,0.0030959752321981,0.0,0.3779644730092272,-0.727606875108999,-1.0,0.0556414884074657
750,sar-405838,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
751,[3-(dodecanoylamino)propyl](hydroxy)dimethylammonium,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
752,azithromycin,1,0,[2],[],0.0,0.1428571428571428,-0.2941176470588235,0.0555555555555555,-0.0092879256965944,0.0,0.3779644730092272,-1.212678125181665,0.3333333333333333,-0.1669244652223971
753,e5531,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
754,lg-100268,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
755,azelnidipine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
756,maribavir,1,0,[2],[],0.0,0.4285714285714285,0.1764705882352941,0.2777777777777778,0.0650154798761609,0.0,1.1338934190276817,0.727606875108999,1.6666666666666667,1.16847125655678
757,(4r)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
758,prucalopride,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
759,protoporphyrin ix containing co,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
760,pascolizumab,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
761,cortivazol,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
762,gem-231,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
763,polyestradiol phosphate,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
764,piflufolastat f 18,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
765,cinalukast,1,1,[3],[4],0.0,0.1428571428571428,-0.1764705882352941,-0.2777777777777778,-0.0712074303405572,0.0,0.3779644730092272,-0.727606875108999,-1.6666666666666667,-1.2797542333717116
766,pidolic acid,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
767,propanoic acid,1,1,[5],[3],,,,,,0.0,0.0,0.0,0.0,0.0
768,bromopride,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
769,lax-101,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
770,carbocisteine,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
771,ins 316,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
772,cyclandelate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
773,raclopride,1,0,[5],[],1.0,1.0,0.4117647058823529,0.1666666666666666,-0.0216718266253869,1.4142135623730951,2.6457513110645907,1.697749375254331,1.0,-0.38949041885226
774,rimtuzalcap,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
775,edotecarin,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
776,technetium tc-99m tetrofosmin,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
777,necitumumab,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
778,fostemsavir,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
779,ivabradine,1,0,[2],[],1.0,0.4285714285714285,0.0588235294117647,-0.1666666666666666,-0.0402476780185758,1.4142135623730951,1.1338934190276817,0.2425356250363329,-1.0,-0.7233393492970543
780,droperidol,1,0,[5],[],1.0,0.5714285714285714,0.1176470588235294,-0.0833333333333333,0.1176470588235294,1.4142135623730951,1.511857892036909,0.4850712500726659,-0.5,2.114376559483697
781,dioxo(sulfanyl)molybdenum,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
782,brentuximab vedotin,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
783,deferoxamine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
784,"inositol-(1,3,4,5,6)-pentakisphosphate",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
785,tolvaptan,1,0,[2],[],0.0,-0.7142857142857143,0.0588235294117647,0.0555555555555555,0.0835913312693498,0.0,-1.8898223650461363,0.2425356250363329,0.3333333333333333,1.5023201870015743
786,dyclonine,1,0,[4],[],0.0,0.5714285714285714,0.2352941176470588,0.25,0.0557275541795665,0.0,1.511857892036909,0.970142500145332,1.5,1.001546791334383
787,tartronate,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
788,delafloxacin,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
789,sucrosofate,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
790,4-({4-[(6-chloro-1-benzothien-2-yl)sulfonyl]-2-oxopiperazin-1-yl}methyl)benzenecarboximidamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
791,sacituzumab govitecan,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
792,"4-(5,11-dioxo-5h-indeno[1,2-c]isoquinolin-6(11h)-yl)butanoate",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
793,vardenafil,1,0,[2],[],0.0,0.2857142857142857,0.3529411764705882,0.3611111111111111,0.1300309597523219,0.0,0.7559289460184545,1.455213750217998,2.166666666666667,2.33694251311356
794,compound 4-d,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
795,formic acid,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
796,erteberel,1,1,[5],[4],0.0,0.1428571428571428,-0.0588235294117647,-0.2222222222222222,-0.0464396284829721,0.0,0.3779644730092272,-0.2425356250363329,-1.3333333333333333,-0.8346223261119858
797,exemestane,1,0,[2],[],0.0,0.1428571428571428,0.1764705882352941,-0.1111111111111111,0.0835913312693498,0.0,0.3779644730092272,0.727606875108999,-0.6666666666666666,1.5023201870015743
798,ezetimibe,1,2,[4],"[2, 3]",0.0,-0.2857142857142857,0.0,0.0277777777777777,-0.0123839009287925,0.0,-0.7559289460184545,0.0,0.1666666666666666,-0.2225659536298629
799,4-phospho-l-threonic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
800,s-ethylisothiourea,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
801,4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3h-benzimidazol-5-yl]oxy]-n-methyl-pyridine-2-carboxamide,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
802,omadacycline,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
803,conivaptan,1,0,[2],[],0.0,0.4285714285714285,0.0588235294117647,-0.1111111111111111,-0.0773993808049535,0.0,1.1338934190276817,0.2425356250363329,-0.6666666666666666,-1.391037210186643
804,satralizumab,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
805,pegfilgrastim,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
806,tazemetostat,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
807,copanlisib,1,1,[4],[2],,,,,,0.0,0.0,0.0,0.0,0.0
808,enfortumab vedotin,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
809,kynurenic acid,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
810,desoxycorticosterone pivalate,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
811,elsamitrucin,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
812,tacrine,1,0,[2],[],-1.0,-1.0,-0.4117647058823529,-0.2777777777777778,-0.0773993808049535,-1.4142135623730951,-2.6457513110645907,-1.697749375254331,-1.6666666666666667,-1.391037210186643
813,sumanirole,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
814,ethyl 4-[(4-methylpyridin-2-yl)amino]piperidine-1-carboxylate,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
815,duvoglustat,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
816,apremilast,1,0,[2],[],1.0,-0.1428571428571428,0.1764705882352941,-0.2222222222222222,-0.0154798761609907,1.4142135623730951,-0.3779644730092272,0.727606875108999,-1.3333333333333333,-0.2782074420373286
817,dupilumab,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
818,gaboxadol,1,1,[2],[3],0.0,0.2857142857142857,0.0,-0.0277777777777777,0.0061919504643962,0.0,0.7559289460184545,0.0,-0.1666666666666666,0.1112829768149314
819,tas-108,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
820,tg4010,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
821,aer001,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
822,6-chloro-3-(3-methylisoxazol-5-yl)-4-phenylquinolin-2(1h)-one,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
823,desoxycorticosterone acetate,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
824,s-ethyl-n-[4-(trifluoromethyl)phenyl]isothiourea,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
825,cyt997,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
826,betamethasone phosphate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
827,lornoxicam,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
828,evt-101,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
829,betrixaban,1,1,[2],[3],0.0,-0.4285714285714285,-0.1764705882352941,-0.2222222222222222,-0.0030959752321981,0.0,-1.1338934190276817,-0.727606875108999,-1.3333333333333333,-0.0556414884074657
830,topotecan,1,0,[5],[],-1.0,-0.7142857142857143,-0.1764705882352941,-0.2222222222222222,-0.0835913312693498,-1.4142135623730951,-1.8898223650461363,-0.727606875108999,-1.3333333333333333,-1.5023201870015743
831,talniflumate,1,0,[2],[],0.0,0.4285714285714285,0.2941176470588235,0.2222222222222222,0.0526315789473684,0.0,1.1338934190276817,1.212678125181665,1.3333333333333333,0.9459053029269172
832,"5h-pyrrolo[3,2-d]pyrimidin-4-amine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
833,axitinib,1,0,[2],[],0.0,-0.4285714285714285,-0.4117647058823529,-0.2777777777777778,-0.1393188854489164,0.0,-1.1338934190276817,-1.697749375254331,-1.6666666666666667,-2.5038669783359575
834,diflorasone,1,1,[4],[5],0.0,-0.4285714285714285,-0.1764705882352941,0.0,-0.0030959752321981,0.0,-1.1338934190276817,-0.727606875108999,0.0,-0.0556414884074657
835,"5-chloro-thiophene-2-carboxylic acid ((3s,4s)-1-{[2-fluoro-4-(2-oxo-2h-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
836,letrozole,1,1,[4],[3],1.0,0.4285714285714285,0.2941176470588235,0.0555555555555555,0.0650154798761609,1.4142135623730951,1.1338934190276817,1.212678125181665,0.3333333333333333,1.16847125655678
837,levamlodipine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
838,edoxaban,1,1,[2],[3],0.0,0.1428571428571428,-0.1764705882352941,-0.0555555555555555,-0.1083591331269349,0.0,0.3779644730092272,-0.727606875108999,-0.3333333333333333,-1.9474520942613005
839,tepotinib,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
840,s-hexylglutathione,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
841,eniluracil,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
842,chlormadinone,1,1,[2],[3],-1.0,-0.5714285714285714,-0.3529411764705882,-0.0277777777777777,0.0309597523219814,-1.4142135623730951,-1.511857892036909,-1.455213750217998,-0.1666666666666666,0.5564148840746572
843,n-omega-propyl-l-arginine,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
844,5-mercapto-2-nitro-benzoic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
845,1-hydroxy-2-isopropylguanidine,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
846,meprednisone,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
847,"s,s-(2-hydroxyethyl)thiocysteine",1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
848,valdecoxib,1,0,[2],[],-1.0,0.0,-0.1176470588235294,0.1388888888888889,0.1238390092879257,-1.4142135623730951,0.0,-0.4850712500726659,0.8333333333333334,2.225659536298629
849,vp025,1,1,[5],[2],,,,,,0.0,0.0,0.0,0.0,0.0
850,sp2456,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
851,sp4160,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
852,canertinib,1,0,[4],[],-1.0,-0.7142857142857143,-0.4117647058823529,-0.2777777777777778,-0.0464396284829721,-1.4142135623730951,-1.8898223650461363,-1.697749375254331,-1.6666666666666667,-0.8346223261119858
853,ursolic acid,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
854,"n-(cyclopropylmethyl)-4-(methyloxy)-3-({5-[3-(3-pyridinyl)phenyl]-1,3-oxazol-2-yl}amino)benzenesulfonamide",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
855,1-{2-[(4-chlorophenyl)amino]-2-oxoethyl}-n-(1-isopropylpiperidin-4-yl)-1h-indole-2-carboxamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
856,n-[3-(aminomethyl)benzyl]acetamidine,1,1,[5],[1],,,,,,0.0,0.0,0.0,0.0,0.0
857,vir201,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
858,"6-chloro-n-pyrimidin-5-yl-3-{[3-(trifluoromethyl)phenyl]amino}-1,2-benzisoxazole-7-carboxamide",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
859,mersalyl,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
860,naratriptan,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
861,"1-{4-[4-amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
862,sulfinpyrazone,1,0,[2],[],1.0,0.7142857142857143,0.5294117647058824,0.1666666666666666,-0.0588235294117647,1.4142135623730951,1.8898223650461363,2.182820625326997,1.0,-1.0571882797418486
863,idraparinux,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
864,vanoxerine,1,0,[2],[],0.0,-0.1428571428571428,-0.0588235294117647,-0.2222222222222222,-0.0092879256965944,0.0,-0.3779644730092272,-0.2425356250363329,-1.3333333333333333,-0.1669244652223971
865,"n-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8h)-yl)carbonyl]thiophene-2-carboxamide",1,1,[4],[5],,,,,,0.0,0.0,0.0,0.0,0.0
866,ssr-126517e,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
867,ferric cation,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
868,proparacaine,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
869,bis(adenosine)-5'-pentaphosphate,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
870,"n-[4-([(2-amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2e)-3-[4-carbamoyl-1-(5-o-phosphono-beta-d-ribofuranosyl)-1h-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-l-glutamic acid",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
871,eribaxaban,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
872,amd-070,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
873,ricinoleic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
874,n-[(1r)-3-(4-hydroxyphenyl)-1-methylpropyl]-2-(2-phenyl-1h-indol-3-yl)acetamide,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
875,n-methylleucine,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
876,methysergide,1,1,[2],[3],0.0,0.7142857142857143,0.4117647058823529,0.3333333333333333,0.0402476780185758,0.0,1.8898223650461363,1.697749375254331,2.0,0.7233393492970543
877,briakinumab,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
878,etiprednol dicloacetate,1,1,[5],[2],,,,,,0.0,0.0,0.0,0.0,0.0
879,ethynodiol diacetate,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
880,3-tyrosine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
881,mitoxantrone,1,0,[2],[],1.0,0.1428571428571428,0.0588235294117647,0.1111111111111111,0.0216718266253869,1.4142135623730951,0.3779644730092272,0.2425356250363329,0.6666666666666666,0.38949041885226
882,zomepirac,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
883,[(1s)-4-(1-aminobutylideneamino)-1-carboxybutyl]azanium,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
884,osi-7904l,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
885,methylprednisolone hemisuccinate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
886,"4,4'-bis([h]methylsulfonyl)-2,2',5,5'-tetrachlorobiphenyl",1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
887,sitagliptin,1,0,[2],[],-1.0,0.0,0.3529411764705882,0.0833333333333333,0.1114551083591331,-1.4142135623730951,0.0,1.455213750217998,0.5,2.003093582668766
888,gw 597599,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
889,netarsudil,1,1,[1],[3],,,,,,0.0,0.0,0.0,0.0,0.0
890,desvenlafaxine,1,0,[3],[],1.0,0.1428571428571428,0.0588235294117647,-0.1111111111111111,0.0650154798761609,1.4142135623730951,0.3779644730092272,0.2425356250363329,-0.6666666666666666,1.16847125655678
891,"3-mercapto-1-(1,3,4,9-tetrahydro-b-carbolin-2-yl)-propan-1-one",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
892,salinomycin,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
893,nimesulide,1,0,[2],[],0.0,0.1428571428571428,-0.0588235294117647,0.1111111111111111,0.0402476780185758,0.0,0.3779644730092272,-0.2425356250363329,0.6666666666666666,0.7233393492970543
894,lusutrombopag,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
895,nipecotic acid,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
896,porfiromycin,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
897,humanized smart anti-il-12 antibody,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
898,lumiliximab,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
899,emapalumab,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
900,tretinoin,1,0,[2],[],0.0,0.4285714285714285,0.1764705882352941,-0.1111111111111111,0.0216718266253869,0.0,1.1338934190276817,0.727606875108999,-0.6666666666666666,0.38949041885226
901,lucatumumab,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
902,"4-{[(e)-2-(5-chlorothien-2-yl)vinyl]sulfonyl}-1-(1h-pyrrolo[3,2-c]pyridin-2-ylmethyl)piperazin-2-one",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
903,dimethyl sulfoxide,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
904,reversin 121,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
905,n-ethylretinamide,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
906,incb-9471,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
907,nomegestrol acetate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
908,incb7839,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
909,a-620223,1,1,[4],[5],,,,,,0.0,0.0,0.0,0.0,0.0
910,arzoxifene,1,1,[5],[4],,,,,,0.0,0.0,0.0,0.0,0.0
911,"16,17-androstene-3-ol",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
912,rolapitant,1,1,[3],[2],,,,,,0.0,0.0,0.0,0.0,0.0
913,"6-amino-benzo[de]isoquinoline-1,3-dione",1,1,[4],[5],,,,,,0.0,0.0,0.0,0.0,0.0
914,"3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid",1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
915,"3-{[(1r)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
916,carba-nicotinamide-adenine-dinucleotide,1,1,[4],[5],,,,,,0.0,0.0,0.0,0.0,0.0
