,drug_name,Exhaustion of stem cells count,Exhaustion of stem cells count marg,Exhaustion of stem cells,Exhaustion of stem cells marg,Cmap pAGE Exhaustion of stem cells level1,Cmap pAGE Exhaustion of stem cells level2,Cmap pAGE Exhaustion of stem cells level3,Cmap pAGE Exhaustion of stem cells level4,Cmap pAGE Exhaustion of stem cells level5,Cmap pAGE Exhaustion of stem cells level1 z_score,Cmap pAGE Exhaustion of stem cells level2 z_score,Cmap pAGE Exhaustion of stem cells level3 z_score,Cmap pAGE Exhaustion of stem cells level4 z_score,Cmap pAGE Exhaustion of stem cells level5 z_score
1316,(s)-1-phenyl-1-[4-(9h-purin-6-yl)phenyl]methanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1317,ceritinib,0,0,[],[],,,0.3333333333333333,0.0,-0.4285714285714285,0,0,0.5773502691896256,0.0,-1.9639610121239313
1318,deucravacitinib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1319,tadalafil,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,0.1428571428571428,0,0,0.5773502691896256,-0.8164965809277259,0.6546536707079771
1320,tafamidis,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1321,dexamethasone,0,0,[],[],,,0.3333333333333333,0.0,-0.5238095238095238,0,0,0.5773502691896256,0.0,-2.400396792595916
1322,tafenoquine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1323,dexchlorpheniramine,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.238095238095238,0,0,0.5773502691896256,-0.8164965809277259,-1.0910894511799618
1324,deutetrabenazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1325,ceruletide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1326,tagraxofusp,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1327,bb-3497,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1328,antithrombin alfa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1329,amyl nitrite,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1330,pregabalin,0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
1331,pramocaine,0,0,[],[],,,0.3333333333333333,0.0,0.0476190476190476,0,0,0.5773502691896256,0.0,0.2182178902359923
1332,2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1h-imidazol-4-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1333,prasterone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1334,prasterone sulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1335,prazepam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1336,2-(hydrazinocarbonyl)-3-phenyl-1h-indole-5-sulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1337,2-(cyclohexylamino)benzoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1338,"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1339,1-[2-amino-2-cyclohexyl-acetyl]-pyrrolidine-3-carboxylic acid 5-chloro-2-(2-ethylcarbamoyl-ethoxy)-benzylamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1340,pregnenolone,0,0,[],[],,,-1.0,-0.3333333333333333,-0.1428571428571428,0,0,-1.732050807568877,-0.8164965809277259,-0.6546536707079771
1341,2'-cytidylic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1342,prexasertib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1343,prilocaine,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,-0.5773502691896256,0.8164965809277259,1.5275252316519463
1344,primidone,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.4285714285714285,0,0,0.5773502691896256,0.8164965809277259,1.9639610121239313
1345,s-(n-hydroxy-n-bromophenylcarbamoyl)glutathione,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1346,"2-(5-hydroxy-naphthalen-1-yl)-1,3-benzooxazol-6-ol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1347,potassium gluconate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1348,2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}ethanesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1349,purine riboside-5'-monophosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1350,riluzole,0,0,[],[],,,-0.3333333333333333,0.0,-0.0476190476190476,0,0,-0.5773502691896256,0.0,-0.2182178902359923
1351,pramipexole,0,0,[],[],,,1.0,0.3333333333333333,0.238095238095238,0,0,1.732050807568877,0.8164965809277259,1.0910894511799618
1352,"1-[(2s)-4-(5-phenyl-1h-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1353,pralatrexate,0,1,[],[3],,,-1.0,-1.0,-0.5238095238095238,0,0,-1.732050807568877,-2.449489742783178,-2.400396792595916
1354,"1-[(2s)-4-(5-bromo-1h-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1355,prolgolimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1356,proline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1357,promazine,0,0,[],[],,,0.3333333333333333,0.0,-0.1428571428571428,0,0,0.5773502691896256,0.0,-0.6546536707079771
1358,"2-(carboxymethyl)-1-oxo-1,2-dihydronaphtho[1,2-d]isothiazole-4-carboxylic acid 3,3-dioxide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1359,"1-{(1r,2s)-2-hydroxy-1-[2-(2-naphthyloxy)ethyl]propyl}-1h-imidazone-4-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1360,propoxycaine,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,0.2182178902359923
1361,1-{3-oxo-3-[(2s)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1h)-one,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1362,rubidium rb-82,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1363,propylthiouracil,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,0.2182178902359923
1364,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-3-methyl-6-pyridinyl)methyl]acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1365,prothrombin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1366,protokylol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1367,"2-(6-chloro-3-{[2,2-difluoro-2-(1-oxido-2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluorophenyl)methyl]acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1368,propafenone,0,0,[],[],,,-0.3333333333333333,0.0,-0.0476190476190476,0,0,-0.5773502691896256,0.0,-0.2182178902359923
1369,procainamide,0,0,[],[],,,-0.3333333333333333,0.0,-0.1428571428571428,0,0,-0.5773502691896256,0.0,-0.6546536707079771
1370,probenecid,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.5773502691896256,0.8164965809277259,1.5275252316519463
1371,prinaberel,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1372,potassium perchlorate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1373,s-benzylglutathione,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1374,rifampicin,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,-0.2182178902359923
1375,rifabutin,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.238095238095238,0,0,0.5773502691896256,-0.8164965809277259,-1.0910894511799618
1376,2-(n-morpholino)ethanesulfonic acid,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
1377,"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1h-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1378,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1379,rolapitant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1380,"16,17-androstene-3-ol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1381,17alpha-estriol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1382,"18-chloro-11,12,13,14-tetrahydro-1h,10h-8,4-(azeno)-9,15,1,3,6-benzodioxatriazacycloheptadecin-2-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1383,qr-333,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1384,quazepam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1385,quetiapine,0,0,[],[],,,0.3333333333333333,0.0,0.0476190476190476,0,0,0.5773502691896256,0.0,0.2182178902359923
1386,rivanicline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1387,ritonavir,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.1428571428571428,0,0,0.5773502691896256,-0.8164965809277259,-0.6546536707079771
1388,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1389,quinidine,0,0,[],[],,,-0.3333333333333333,0.0,0.1428571428571428,0,0,-0.5773502691896256,0.0,0.6546536707079771
1390,2'-monophosphoadenosine-5'-diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1391,"2-(2-{2-[2-(2-{2-[2-(2-ethoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol, polyethyleneglycol peg400",0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
1392,r-348,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
1393,r673,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1394,"1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1395,"1,4-dithiothreitol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1396,"2-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopent-1-ene-1-carboxylic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1397,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-n-[(1r)-1-(3-chlorophenyl)ethyl]acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1398,pyridoxal,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1399,2-(4-chloro-phenylamino)-nicotinic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1400,ropivacaine,0,0,[],[],,,-0.3333333333333333,0.0,-0.0476190476190476,0,0,-0.5773502691896256,0.0,-0.2182178902359923
1401,2-(4-hydroxy-phenyl)benzofuran-5-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1402,2'-fluoro-2'-deoxyuridine 3'-monophosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1403,"2,3,-dihydroxybenzoylserine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1404,rhein,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1405,"2,3,4,5,6-pentafluorobenzyl alcohol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1406,rpi-78m,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1407,retifanlimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1408,"2-[3,4-dihydroxy-2-hydroxymethyl-5-(2-hydroxy-nonyl)-tetrahydro-furan-2-yloxy]-6-hydroxymethyl-tetra hydro-pyran-3,4,5-triol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1409,"2,6-difluorobenzenesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1410,"2,3-difluorobenzyl alcohol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1411,"2,3-dihydroxy-benzoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1412,"2,5-di-tert-butylhydroquinone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1413,remimazolam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1414,ranirestat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1415,rasagiline,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,-0.5773502691896256,0.8164965809277259,0.6546536707079771
1416,"2,4-difluorobenzyl alcohol 2,4-difluoro-1-(hydroxymethyl)benzene",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1417,"2,3,5,6-tetrafluoro-4-methoxy-benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1418,"2-(1,3-thiazol-4-yl)-1h-benzimidazole-5-sulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1419,"rel-(9r,12s)-9,10,11,12-tetrahydro-9,12-epoxy-1h-diindolo[1,2,3-fg:3',2',1'-kl]pyrrolo[3,4-i][1,6]benzodiazocine-1,3(2h)-dione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1420,2-(1h-pyrazol-3-yl)-1h-benzimidazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1421,progesterone,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,-0.0476190476190476,0,0,-0.5773502691896256,0.8164965809277259,-0.2182178902359923
1422,proflavine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1423,thioridazine,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.1428571428571428,0,0,-0.5773502691896256,-0.8164965809277259,-0.6546536707079771
1424,tigapotide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1425,tirzepatide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1426,tiratricol,0,1,[],[3],,,-0.3333333333333333,-0.3333333333333333,-0.1428571428571428,0,0,-0.5773502691896256,-0.8164965809277259,-0.6546536707079771
1427,"(4s-trans)-4-(methylamino)-5,6-dihydro-6-methyl-4h-thieno(2,3-b)thiopyran-2-sulfonamide-7,7-dioxide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1428,tioconazole,0,0,[],[],,,0.3333333333333333,0.0,-0.3333333333333333,0,0,0.5773502691896256,0.0,-1.5275252316519463
1429,tinzaparin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1430,"(5,6-diphenyl-furo[2,3-d]pyrimidin-4-ylamino)-acetic",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1431,timolol,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,0.5773502691896256,-0.8164965809277259,-0.2182178902359923
1432,tiludronic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1433,"n-{2,2-difluoro-2-[(2r)-piperidin-2-yl]ethyl}-2-[2-(1h-1,2,4-triazol-1-yl)benzyl][1,3]oxazolo[4,5-c]pyridin-4-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1434,n-{3-methyl-5-[2-(pyridin-4-ylamino)-ethoxy]-phenyl}-benzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1435,temsirolimus,0,0,[],[],,,-0.3333333333333333,0.0,-0.4285714285714285,0,0,-0.5773502691896256,0.0,-1.9639610121239313
1436,n-{3-[(4-{[3-(trifluoromethyl)phenyl]amino}pyrimidin-2-yl)amino]phenyl}cyclopropanecarboxamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1437,nateglinide,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.238095238095238,0,0,-0.5773502691896256,-0.8164965809277259,-1.0910894511799618
1438,peginterferon alfa-2b,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1439,"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1440,thalidomide,0,0,[],[],,,1.0,0.6666666666666666,0.238095238095238,0,0,1.732050807568877,1.6329931618554518,1.0910894511799618
1441,tetrathiomolybdate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1442,3-butylthiolane 1-oxide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1443,tenofovir alafenamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1444,tenocyclidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1445,tislelizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1446,"(4as,4br,10bs,12as)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1447,4'-hydroxyflavanone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1448,tocofersolan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1449,thiopental,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1450,3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1451,thiocolchicoside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1452,nalmefene,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1453,naloxone,0,0,[],[],,,1.0,0.0,-0.0476190476190476,0,0,1.732050807568877,0.0,-0.2182178902359923
1454,naltrexone,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,-0.2182178902359923
1455,naphthalene trisulfonate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1456,thiamylal,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1457,thiabendazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1458,narsoplimab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1459,3-amino-5-phenylpentane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1460,tiapride,0,0,[],[],,,1.0,0.0,0.238095238095238,0,0,1.732050807568877,0.0,1.0910894511799618
1461,(5-chloro-2-{[(3-nitrobenzyl)amino]carbonyl}phenoxy)acetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1462,"n-{5-[4-(4-methylpiperazin-1-yl)phenyl]-1h-pyrrolo[2,3-b]pyridin-3-yl}nicotinamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1463,"4-(1r,3as,4r,8as,8br)-[1-difluoromethyl-2-(4-fluorobenzyl)-3-oxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzamidine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1464,n-butyl-3-{[6-(9h-purin-6-ylamino)hexanoyl]amino}benzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1465,topiramate,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,-0.5773502691896256,0.8164965809277259,1.5275252316519463
1466,"4,7-dioxosebacic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1467,(4-sulfamoyl-phenyl)-thiocarbamic acid o-(2-thiophen-3-yl-ethyl) ester,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1468,"(9beta,13alpha,14beta,17alpha)-2-methoxyestra-1,3,5(10)-triene-3,17-diyl disulfamate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1469,peginterferon alfa-2a,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1470,mecamylamine,0,0,[],[],,,0.3333333333333333,0.0,-0.0476190476190476,0,0,0.5773502691896256,0.0,-0.2182178902359923
1471,nicotinamide 8-bromo-adenine dinucleotide phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1472,tetracaine,0,0,[],[],,,-1.0,0.0,0.1428571428571428,0,0,-1.732050807568877,0.0,0.6546536707079771
1473,tetrabenazine,0,0,[],[],,,-1.0,-0.3333333333333333,-0.1428571428571428,0,0,-1.732050807568877,-0.8164965809277259,-0.6546536707079771
1474,neocitrullamon,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1475,tetomilast,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1476,"(5s)-5-iododihydro-2,4(1h,3h)-pyrimidinedione",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1477,testosterone,0,0,[],[],,,-1.0,0.0,-0.238095238095238,0,0,-1.732050807568877,0.0,-1.0910894511799618
1478,testolactone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1479,netupitant,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,0.5773502691896256,0.8164965809277259,0.6546536707079771
1480,3-nitro-4-(2-oxo-pyrrolidin-1-yl)-benzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1481,3-mercuri-4-aminobenzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1482,"(9as)-4-bromo-9a-butyl-7-hydroxy-1,2,9,9a-tetrahydro-3h-fluoren-3-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1483,regadenoson,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,0.5773502691896256,0.8164965809277259,0.6546536707079771
1484,"(6e,11e)-heptadeca-6,11-diene-9,9-diylbis(phosphonic acid)",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1485,terbinafine,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,0.2182178902359923
1486,nebivolol,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,-0.2182178902359923
1487,"(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1488,prlx 93936,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1489,solriamfetol,0,1,[],[4],,,,,,0,0,0.0,0.0,0.0
1490,s-(d-carboxybutyl)-l-homocysteine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1491,procaterol,0,0,[],[],,,-0.3333333333333333,0.0,-0.1428571428571428,0,0,-0.5773502691896256,0.0,-0.6546536707079771
1492,tetraethylammonium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1493,"3-[(2,2-dimethylpropanoyl)amino]-n-1,3-thiazol-2-ylpyridine-2-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1494,tetraferric tricitrate decahydrate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1495,neihulizumab,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
1496,temazepam,0,0,[],[],,,1.0,1.0,0.4285714285714285,0,0,1.732050807568877,2.449489742783178,1.9639610121239313
1497,3-bromo-6-hydroxy-2-(4-hydroxyphenyl)-1h-inden-1-one,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1498,nisoldipine,0,0,[],[],,,0.3333333333333333,0.0,-0.238095238095238,0,0,0.5773502691896256,0.0,-1.0910894511799618
1499,"3-carbamimidamido-1,1-diphenylurea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1500,telotristat ethyl,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1501,nitrendipine,0,0,[],[],,,-0.3333333333333333,0.0,0.238095238095238,0,0,-0.5773502691896256,0.0,1.0910894511799618
1502,"3-amino-3-benzyl-[4.3.0]bicyclo-1,6-diazanonan-2-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1503,"3-amino-3-benzyl-9-carboxamide[4.3.0]bicyclo-1,6-diazanonan-2-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1504,nitroglycerin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1505,nitromethyldethia coenzyme a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1506,nitroprusside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1507,telapristone acetate,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
1508,tegafur-uracil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1509,nivolumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1510,nitrazepam,0,0,[],[],,,0.3333333333333333,0.6666666666666666,0.4285714285714285,0,0,0.5773502691896256,1.6329931618554518,1.9639610121239313
1511,nilvadipine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1512,"(6s)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6h)-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1513,tetramethylammonium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1514,nefazodone,0,0,[],[],,,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0,0,-0.5773502691896256,-1.6329931618554518,-1.5275252316519463
1515,2-[3-({methyl[1-(2-naphthoyl)piperidin-4-yl]amino}carbonyl)-2-naphthyl]-1-(1-naphthyl)-2-oxoethylphosphonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1516,sertraline,0,0,[],[],,,0.3333333333333333,0.0,0.0476190476190476,0,0,0.5773502691896256,0.0,0.2182178902359923
1517,"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1518,liposomal prostaglandin e1,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1519,methoxyflurane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1520,"n-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1521,"(2s,3s,4e,6e,8s,9s)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
1522,"ethyl 3-[(e)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1h-indole-2-carboxylate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1523,n-({[4-(aminosulfonyl)phenyl]amino}carbonyl)-4-methylbenzenesulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1524,n-1-methylheptylformamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1525,n-1h-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1526,udp-alpha-d-glucuronic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1527,indane-5-sulfonamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
1528,methadone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
