,drug_name,Changes in the extracellular matrix structure count,Changes in the extracellular matrix structure count marg,Changes in the extracellular matrix structure,Changes in the extracellular matrix structure marg,Cmap pAGE Changes in the extracellular matrix structure level1,Cmap pAGE Changes in the extracellular matrix structure level2,Cmap pAGE Changes in the extracellular matrix structure level3,Cmap pAGE Changes in the extracellular matrix structure level4,Cmap pAGE Changes in the extracellular matrix structure level5,Cmap pAGE Changes in the extracellular matrix structure level1 z_score,Cmap pAGE Changes in the extracellular matrix structure level2 z_score,Cmap pAGE Changes in the extracellular matrix structure level3 z_score,Cmap pAGE Changes in the extracellular matrix structure level4 z_score,Cmap pAGE Changes in the extracellular matrix structure level5 z_score
1653,ethambutol,0,0,[],[],,,0.0,0.4285714285714285,-0.1428571428571428,0,0,0,1.1338934190276817,-0.7559289460184545
1654,arbaclofen placarbil,0,0,[],[],,,,,,0,0,0,0.0,0.0
1655,erb-196,0,0,[],[],,,,,,0,0,0,0.0,0.0
1656,elagolix,0,0,[],[],,,,,,0,0,0,0.0,0.0
1657,enflurane,0,0,[],[],,,,,,0,0,0,0.0,0.0
1658,atovaquone,0,0,[],[],,,0.0,-0.4285714285714285,0.0,0,0,0,-1.1338934190276817,0.0
1659,atezolizumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1660,asoprisnil,0,0,[],[],,,,,,0,0,0,0.0,0.0
1661,atl146e,0,0,[],[],,,,,,0,0,0,0.0,0.0
1662,enalapril,0,0,[],[],,,0.0,-0.1428571428571428,0.2142857142857142,0,0,0,-0.3779644730092272,1.1338934190276817
1663,epibatidine,0,0,[],[],,,0.0,0.1428571428571428,-0.1428571428571428,0,0,0,0.3779644730092272,-0.7559289460184545
1664,epicriptine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1665,epoprostenol,0,0,[],[],,,,,,0,0,0,0.0,0.0
1666,emedastine,0,0,[],[],,,0.0,0.1428571428571428,-0.0714285714285714,0,0,0,0.3779644730092272,-0.3779644730092272
1667,domoic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
1668,famciclovir,0,0,[],[],,,0.0,0.1428571428571428,0.3571428571428571,0,0,0,0.3779644730092272,1.8898223650461363
1669,dodecyldimethylamine n-oxide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1670,implitapide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1671,kb002,0,0,[],[],,,,,,0,0,0,0.0,0.0
1672,gantacurium,0,0,[],[],,,,,,0,0,0,0.0,0.0
1673,garetosmab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1674,al5300,0,0,[],[],,,,,,0,0,0,0.0,0.0
1675,cpad,0,0,[],[],,,,,,0,0,0,0.0,0.0
1676,brivudine,0,0,[],[],,,0.0,0.4285714285714285,0.0,0,0,0,1.1338934190276817,0.0
1677,al-4623,0,0,[],[],,,,,,0,0,0,0.0,0.0
1678,coumarin,0,0,[],[],,,0.0,0.1428571428571428,0.4285714285714285,0,0,0,0.3779644730092272,2.2677868380553634
1679,adx10059,0,0,[],[],,,,,,0,0,0,0.0,0.0
1680,baclofen,0,0,[],[],,,0.0,0.4285714285714285,-0.2857142857142857,0,0,0,1.1338934190276817,-1.511857892036909
1681,indecainide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1682,copper oxodotreotide cu-64,0,0,[],[],,,,,,0,0,0,0.0,0.0
1683,ac-(d)phe-pro-borohomolys-oh,0,1,[],[5],,,,,,0,0,0,0.0,0.0
1684,brotizolam,0,0,[],[],,,,,,0,0,0,0.0,0.0
1685,indisulam,0,0,[],[],,,,,,0,0,0,0.0,0.0
1686,indocyanine green acid form,0,0,[],[],,,,,,0,0,0,0.0,0.0
1687,inebilizumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1688,99mtc-14 f7 mab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1689,everolimus,0,0,[],[],,,0.0,0.1428571428571428,-0.2857142857142857,0,0,0,0.3779644730092272,-1.511857892036909
1690,doxefazepam,0,0,[],[],,,,,,0,0,0,0.0,0.0
1691,fedratinib,0,0,[],[],,,,,,0,0,0,0.0,0.0
1692,ethosuximide,0,0,[],[],,,0.0,0.1428571428571428,0.0714285714285714,0,0,0,0.3779644730092272,0.3779644730092272
1693,felbamate,0,0,[],[],,,0.0,-0.7142857142857143,-0.2142857142857142,0,0,0,-1.8898223650461363,-1.1338934190276817
1694,anastrozole,0,0,[],[],,,0.0,-0.1428571428571428,0.2857142857142857,0,0,0,-0.3779644730092272,1.511857892036909
1695,docetaxel,0,0,[],[],,,0.0,-0.1428571428571428,-0.2142857142857142,0,0,0,-0.3779644730092272,-1.1338934190276817
1696,baloxavir marboxil,0,0,[],[],,,,,,0,0,0,0.0,0.0
1697,exenatide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1698,ethchlorvynol,0,0,[],[],,,,,,0,0,0,0.0,0.0
1699,annamycin,0,0,[],[],,,,,,0,0,0,0.0,0.0
1700,evening primrose oil,0,0,[],[],,,,,,0,0,0,0.0,0.0
1701,dyphylline,0,0,[],[],,,0.0,-0.1428571428571428,0.2142857142857142,0,0,0,-0.3779644730092272,1.1338934190276817
1702,etizolam,0,0,[],[],,,0.0,0.1428571428571428,-0.1428571428571428,0,0,0,0.3779644730092272,-0.7559289460184545
1703,ethotoin,0,0,[],[],,,0.0,0.7142857142857143,0.1428571428571428,0,0,0,1.8898223650461363,0.7559289460184545
1704,dutasteride,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
1705,durvalumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1706,ethyl loflazepate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1707,apadenoson,0,0,[],[],,,,,,0,0,0,0.0,0.0
1708,drotaverine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1709,dronedarone,0,0,[],[],,,0.0,-0.4285714285714285,0.0714285714285714,0,0,0,-1.1338934190276817,0.3779644730092272
1710,antithrombin alfa,0,0,[],[],,,,,,0,0,0,0.0,0.0
1711,gliclazide,0,0,[],[],,,0.0,-1.0,-0.6428571428571429,0,0,0,-2.6457513110645907,-3.4016802570830458
1712,glipizide,0,0,[],[],,,0.0,0.1428571428571428,0.0714285714285714,0,0,0,0.3779644730092272,0.3779644730092272
1713,adinazolam,0,0,[],[],,,,,,0,0,0,0.0,0.0
1714,oxytocin,0,0,[],[],,,,,,0,0,0,0.0,0.0
1715,oritavancin,0,0,[],[],,,,,,0,0,0,0.0,0.0
1716,(s)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1717,"3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0,0,0,0.0,0.0
1718,sumatriptan,0,0,[],[],,,0.0,0.7142857142857143,0.2142857142857142,0,0,0,1.8898223650461363,1.1338934190276817
1719,(s)-rolipram,0,0,[],[],,,,,,0,0,0,0.0,0.0
1720,"3,5-dimethyl-1-(3-nitrophenyl)-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0,0,0,0.0,0.0
1721,"3,5-difluorobenzenesulfonamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
1722,oxaloacetate ion,0,0,[],[],,,,,,0,0,0,0.0,0.0
1723,sulthiame,0,0,[],[],,,,,,0,0,0,0.0,0.0
1724,"3,5-dimethyl-1-phenyl-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0,0,0,0.0,0.0
1725,oxazepam,0,0,[],[],,,,,,0,0,0,0.0,0.0
1726,(s)-blebbistatin,0,0,[],[],,,,,,0,0,0,0.0,0.0
1727,sulfathiazole,0,0,[],[],,,0.0,0.1428571428571428,0.2142857142857142,0,0,0,0.3779644730092272,1.1338934190276817
1728,oxazepam acetate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1729,"sulfamic acid 2,3-o-(1-methylethylidene)-4,5-o-sulfonyl-beta-fructopyranose ester",0,0,[],[],,,,,,0,0,0,0.0,0.0
1730,oxiconazole,0,0,[],[],,,0.0,-0.1428571428571428,0.0,0,0,0,-0.3779644730092272,0.0
1731,oxprenolol,0,0,[],[],,,0.0,-0.4285714285714285,-0.0714285714285714,0,0,0,-1.1338934190276817,-0.3779644730092272
1732,(s)-carazolol,0,0,[],[],,,,,,0,0,0,0.0,0.0
1733,omega-3-carboxylic acids,0,0,[],[],,,,,,0,0,0,0.0,0.0
1734,orciprenaline,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
1735,omidenepag isopropyl,0,0,[],[],,,,,,0,0,0,0.0,0.0
1736,oxygen,0,0,[],[],,,,,,0,0,0,0.0,0.0
1737,"2s,4r-4-methylglutamate",0,0,[],[],,,,,,0,0,0,0.0,0.0
1738,p-anisic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
1739,p-nitrophenol,0,0,[],[],,,,,,0,0,0,0.0,0.0
1740,3'-phosphate-adenosine-5'-diphosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1741,stavudine,0,0,[],[],,,0.0,0.1428571428571428,-0.2857142857142857,0,0,0,0.3779644730092272,-1.511857892036909
1742,stanolone acetate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1743,oxyphenbutazone,0,0,[],[],,,0.0,-0.7142857142857143,0.0,0,0,0,-1.8898223650461363,0.0
1744,stanolone,0,0,[],[],,,,,,0,0,0,0.0,0.0
1745,"1,2-benzodiazepine",0,0,[],[],,,,,,0,0,0,0.0,0.0
1746,pf-477736,0,0,[],[],,,0.0,0.4285714285714285,0.0714285714285714,0,0,0,1.1338934190276817,0.3779644730092272
1747,sulfadiazine,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
1748,sphingosine,0,1,[],[4],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
1749,phenylalanylaminodi(ethyloxy)ethyl benzenesulfonamideaminocarbonylbenzenesulfonamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1750,spesolimab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1751,spartalizumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1752,"2-{3-[(2s)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2h)-dione",0,0,[],[],,,,,,0,0,0,0.0,0.0
1753,sotatercept,0,0,[],[],,,,,,0,0,0,0.0,0.0
1754,"1,2,4-triazole",0,0,[],[],,,,,,0,0,0,0.0,0.0
1755,"(s,r)-fidarestat",0,0,[],[],,,,,,0,0,0,0.0,0.0
1756,sorbinil,0,1,[],[5],,,0.0,-0.1428571428571428,-0.1428571428571428,0,0,0,-0.3779644730092272,-0.7559289460184545
1757,(hydroxyethyloxy)tri(ethyloxy)octane,0,0,[],[],,,,,,0,0,0,0.0,0.0
1758,"(e)-[4-(3,5-difluorophenyl)-3h-pyrrolo[2,3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol",0,0,[],[],,,,,,0,0,0,0.0,0.0
1759,tioconazole,0,0,[],[],,,0.0,0.4285714285714285,0.1428571428571428,0,0,0,1.1338934190276817,0.7559289460184545
1760,"4,7-dioxosebacic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
1761,(4-sulfamoyl-phenyl)-thiocarbamic acid o-(2-thiophen-3-yl-ethyl) ester,0,0,[],[],,,,,,0,0,0,0.0,0.0
1762,tocofersolan,0,0,[],[],,,,,,0,0,0,0.0,0.0
1763,"(4as,4br,10bs,12as)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate",0,0,[],[],,,,,,0,0,0,0.0,0.0
1764,tislelizumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1765,tirzepatide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1766,tiratricol,0,0,[],[],,,0.0,0.1428571428571428,-0.2857142857142857,0,0,0,0.3779644730092272,-1.511857892036909
1767,"(4s-trans)-4-(methylamino)-5,6-dihydro-6-methyl-4h-thieno(2,3-b)thiopyran-2-sulfonamide-7,7-dioxide",0,0,[],[],,,,,,0,0,0,0.0,0.0
1768,"(5,6-diphenyl-furo[2,3-d]pyrimidin-4-ylamino)-acetic",0,0,[],[],,,,,,0,0,0,0.0,0.0
1769,"4-(1r,3as,4r,8as,8br)-[1-difluoromethyl-2-(4-fluorobenzyl)-3-oxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzamidine",0,1,[],[5],,,,,,0,0,0,0.0,0.0
1770,timolol,0,0,[],[],,,0.0,0.4285714285714285,-0.1428571428571428,0,0,0,1.1338934190276817,-0.7559289460184545
1771,tiludronic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
1772,"n-{2,2-difluoro-2-[(2r)-piperidin-2-yl]ethyl}-2-[2-(1h-1,2,4-triazol-1-yl)benzyl][1,3]oxazolo[4,5-c]pyridin-4-amine",0,1,[],[5],,,,,,0,0,0,0.0,0.0
1773,n-{3-methyl-5-[2-(pyridin-4-ylamino)-ethoxy]-phenyl}-benzenesulfonamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
1774,nateglinide,0,0,[],[],,,0.0,-0.7142857142857143,-0.0714285714285714,0,0,0,-1.8898223650461363,-0.3779644730092272
1775,thalidomide,0,0,[],[],,,0.0,-0.1428571428571428,0.0,0,0,0,-0.3779644730092272,0.0
1776,3-butylthiolane 1-oxide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1777,tenofovir alafenamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1778,topiramate,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
1779,"n-{5-[4-(4-methylpiperazin-1-yl)phenyl]-1h-pyrrolo[2,3-b]pyridin-3-yl}nicotinamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
1780,"(5-{3-[5-(piperidin-1-ylmethyl)-1h-indol-2-yl]-1h-indazol-6-yl}-2h-1,2,3-triazol-4-yl)methanol",0,0,[],[],,,,,,0,0,0,0.0,0.0
1781,3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
1782,thymidine 5'-triphosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1783,3-hydroxyglutaric acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
1784,3-cyclohexyl-d-alanyl-n-(3-chlorobenzyl)-l-prolinamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
1785,ncx 950,0,0,[],[],,,,,,0,0,0,0.0,0.0
1786,thiothixene,0,0,[],[],,,0.0,-0.4285714285714285,-0.3571428571428571,0,0,0,-1.1338934190276817,-1.8898223650461363
1787,thioridazine,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
1788,tianeptine,0,0,[],[],,,0.0,-0.7142857142857143,-0.1428571428571428,0,0,0,-1.8898223650461363,-0.7559289460184545
1789,thiopental,0,0,[],[],,,,,,0,0,0,0.0,0.0
1790,thiocolchicoside,0,0,[],[],,,,,,0,0,0,0.0,0.0
1791,(5-chloro-2-{[(3-nitrobenzyl)amino]carbonyl}phenoxy)acetic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
1792,nalmefene,0,0,[],[],,,,,,0,0,0,0.0,0.0
1793,naloxone,0,0,[],[],,,0.0,-0.4285714285714285,-0.4285714285714285,0,0,0,-1.1338934190276817,-2.2677868380553634
1794,naltrexone,0,0,[],[],,,0.0,0.4285714285714285,-0.2142857142857142,0,0,0,1.1338934190276817,-1.1338934190276817
1795,naphthalene trisulfonate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1796,thiamylal,0,0,[],[],,,,,,0,0,0,0.0,0.0
1797,thiabendazole,0,0,[],[],,,,,,0,0,0,0.0,0.0
1798,narsoplimab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1799,tiapride,0,0,[],[],,,0.0,-0.1428571428571428,0.1428571428571428,0,0,0,-0.3779644730092272,0.7559289460184545
1800,3'-uridinemonophosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1801,succinylcholine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1802,daunorubicin,0,0,[],[],,,0.0,0.4285714285714285,0.1428571428571428,0,0,0,1.1338934190276817,0.7559289460184545
1803,omeprazole,0,0,[],[],,,0.0,-0.4285714285714285,-0.2857142857142857,0,0,0,-1.1338934190276817,-1.511857892036909
1804,hexobarbital,0,0,[],[],,,,,,0,0,0,0.0,0.0
1805,acamprosate,0,0,[],[],,,0.0,-0.4285714285714285,0.0,0,0,0,-1.1338934190276817,0.0
1806,acetylcarnitine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1807,d-norleucine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1808,d-glucose,0,0,[],[],,,,,,0,0,0,0.0,0.0
1809,hy10275,0,0,[],[],,,,,,0,0,0,0.0,0.0
1810,halazepam,0,0,[],[],,,,,,0,0,0,0.0,0.0
1811,halofantrine,0,0,[],[],,,0.0,-0.4285714285714285,-0.0714285714285714,0,0,0,-1.1338934190276817,-0.3779644730092272
1812,acetoacetyl-coa,0,0,[],[],,,,,,0,0,0,0.0,0.0
1813,haloperidol,0,0,[],[],,,0.0,-0.7142857142857143,0.0,0,0,0,-1.8898223650461363,0.0
1814,halothane,0,0,[],[],,,,,,0,0,0,0.0,0.0
1815,aceprometazine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1816,heptabarbital,0,0,[],[],,,,,,0,0,0,0.0,0.0
1817,bleomycin,0,0,[],[],,,,,,0,0,0,0.0,0.0
1818,heptaethylene glycol,0,0,[],[],,,,,,0,0,0,0.0,0.0
1819,acebutolol,0,0,[],[],,,0.0,-0.4285714285714285,-0.2142857142857142,0,0,0,-1.1338934190276817,-1.1338934190276817
1820,d-tyrosine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1821,d-tryptophan,0,0,[],[],,,,,,0,0,0,0.0,0.0
1822,hexatantalum dodecabromide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1823,d-phenylalanyl-n-(3-fluorobenzyl)-l-prolinamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
1824,hexylcaine,0,0,[],[],,,0.0,-0.1428571428571428,-0.2142857142857142,0,0,0,-0.3779644730092272,-1.1338934190276817
1825,at9283,0,1,[],[3],,,,,,0,0,0,0.0,0.0
1826,human calcitonin,0,0,[],[],,,,,,0,0,0,0.0,0.0
1827,adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate],0,0,[],[],,,,,,0,0,0,0.0,0.0
1828,d-phenylalanyl-n-benzyl-l-prolinamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
1829,h3b-8800,0,0,[],[],,,,,,0,0,0,0.0,0.0
1830,d-alanine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1831,cytisine,0,0,[],[],,,0.0,-0.7142857142857143,-0.2857142857142857,0,0,0,-1.8898223650461363,-1.511857892036909
1832,abiraterone,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
1833,cytidine 3'-monophosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1834,cytarabine,0,0,[],[],,,0.0,0.7142857142857143,0.2857142857142857,0,0,0,1.8898223650461363,1.511857892036909
1835,human interferon omega-1,0,0,[],[],,,,,,0,0,0,0.0,0.0
1836,cyclic gmp,0,0,[],[],,,,,,0,0,0,0.0,0.0
1837,botulinum toxin type a,0,0,[],[],,,,,,0,0,0,0.0,0.0
1838,cyproterone acetate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1839,hydrocortisone,0,0,[],[],,,0.0,-0.4285714285714285,-0.4285714285714285,0,0,0,-1.1338934190276817,-2.2677868380553634
1840,botulinum toxin type b,0,0,[],[],,,,,,0,0,0,0.0,0.0
1841,cycloserine,0,1,[],[3],,,0.0,-0.1428571428571428,-0.2857142857142857,0,0,0,-0.3779644730092272,-1.511857892036909
1842,hydroxyurea,0,0,[],[],,,0.0,0.1428571428571428,0.3571428571428571,0,0,0,0.3779644730092272,1.8898223650461363
1843,brexanolone,0,0,[],[],,,,,,0,0,0,0.0,0.0
1844,cyclic adenosine monophosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1845,mebendazole,0,0,[],[],,,0.0,0.1428571428571428,0.0714285714285714,0,0,0,0.3779644730092272,0.3779644730092272
1846,flunarizine,0,0,[],[],,,0.0,0.4285714285714285,0.0714285714285714,0,0,0,1.1338934190276817,0.3779644730092272
1847,4-sulfonamide-[1-(4-aminobutane)]benzamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1848,(r)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1849,norgestrel,0,0,[],[],,,0.0,-0.1428571428571428,0.0,0,0,0,-0.3779644730092272,0.0
1850,nortriptyline,0,0,[],[],,,0.0,-0.1428571428571428,-0.2142857142857142,0,0,0,-0.3779644730092272,-1.1338934190276817
1851,technetium tc-99m succimer,0,0,[],[],,,,,,0,0,0,0.0,0.0
1852,nylidrin,0,1,[],[4],,,,,,0,0,0,0.0,0.0
1853,taurine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1854,(r)-n-(1-methyl-hexyl)-formamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1855,"n~3~-(3-pyridin-3-ylbenzyl)pyridine-2,3-diamine",0,1,[],[5],,,,,,0,0,0,0.0,0.0
1856,"n~3~-benzylpyridine-2,3-diamine",0,1,[],[5],,,,,,0,0,0,0.0,0.0
1857,tanaproget,0,0,[],[],,,0.0,0.4285714285714285,0.2142857142857142,0,0,0,1.1338934190276817,1.1338934190276817
1858,teclistamab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1859,(r)-rolipram,0,0,[],[],,,,,,0,0,0,0.0,0.0
1860,3-(6-hydroxy-naphthalen-2-yl)-benzo[d]isooxazol-6-ol,0,0,[],[],,,,,,0,0,0,0.0,0.0
1861,3-(5-{[4-(aminomethyl)piperidin-1-yl]methyl}-1h-indol-2-yl)quinolin-2(1h)-one,0,0,[],[],,,,,,0,0,0,0.0,0.0
1862,3-(5-{[4-(aminomethyl)piperidin-1-yl]methyl}-1h-indol-2-yl)-1h-indazole-6-carbonitrile,0,0,[],[],,,,,,0,0,0,0.0,0.0
1863,o2-sulfo-glucuronic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
1864,"o6-(r)-roscovitine, r-2-(6-benzyloxy-9-isopropyl-9h-purin-2-ylamino)-butan-1-ol",0,0,[],[],,,,,,0,0,0,0.0,0.0
1865,omacetaxine mepesuccinate,0,0,[],[],,,,,,0,0,0,0.0,0.0
1866,(s)-indapamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1867,norgestimate,0,0,[],[],,,0.0,-0.1428571428571428,0.2142857142857142,0,0,0,-0.3779644730092272,1.1338934190276817
1868,nordazepam,0,0,[],[],,,,,,0,0,0,0.0,0.0
1869,"(r,r)-2,3-butanediol",0,0,[],[],,,,,,0,0,0,0.0,0.0
1870,octanoyl-coenzyme a,0,0,[],[],,,,,,0,0,0,0.0,0.0
1871,opc-28326,0,0,[],[],,,,,,0,0,0,0.0,0.0
1872,tafasitamab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1873,ore-1001,0,0,[],[],,,0.0,0.1428571428571428,0.2142857142857142,0,0,0,0.3779644730092272,1.1338934190276817
1874,"3-(4-chlorophenyl)-5-(methylthio)-4h-1,2,4-triazole",0,1,[],[5],,,,,,0,0,0,0.0,0.0
1875,"3-(4-amino-1-tert-butyl-1h-pyrazolo[3,4-d]pyrimidin-3-yl)phenol",0,0,[],[],,,,,,0,0,0,0.0,0.0
1876,"3-(3-methoxybenzyl)-1h-pyrrolo[2,3-b]pyridine",0,0,[],[],,,,,,0,0,0,0.0,0.0
1877,trans-4-(guanidinomethyl)-cyclohexane-l-yl-d-3-cyclohexylalanyl-l-azetidine-2-yl-d-tyrosinyl-l-homoargininamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
1878,(r)-warfarin,0,0,[],[],,,,,,0,0,0,0.0,0.0
1879,octylphenoxy polyethoxyethanol,0,0,[],[],,,,,,0,0,0,0.0,0.0
1880,(r)-minalrestat,0,0,[],[],,,,,,0,0,0,0.0,0.0
1881,3-(2-aminoethyl)-4-(aminomethyl)heptanedioic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
1882,olanzapine,0,0,[],[],,,0.0,-0.4285714285714285,-0.2857142857142857,0,0,0,-1.1338934190276817,-1.511857892036909
1883,3-(2-amino-6-benzoylquinazolin-3(4h)-yl)-n-cyclohexyl-n-methylpropanamide,0,1,[],[5],,,,,,0,0,0,0.0,0.0
1884,"tert-butyl {2-[(1,3-thiazol-2-ylamino)carbonyl]pyridin-3-yl}carbamate",0,0,[],[],,,,,,0,0,0,0.0,0.0
1885,3-(1h-benzimidazol-2-yl)-1h-indazole,0,0,[],[],,,,,,0,0,0,0.0,0.0
1886,"thiophene-2,5-disulfonic acid 2-amide-5-(4-methyl-benzylamide)",0,0,[],[],,,,,,0,0,0,0.0,0.0
1887,talbutal,0,0,[],[],,,,,,0,0,0,0.0,0.0
1888,obe101,0,0,[],[],,,,,,0,0,0,0.0,0.0
1889,sp1049c,0,0,[],[],,,,,,0,0,0,0.0,0.0
1890,elexacaftor,0,0,[],[],,,,,,0,0,0,0.0,0.0
1891,s-mercaptocysteine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1892,levobetaxolol,0,0,[],[],,,,,,0,0,0,0.0,0.0
1893,leptin,0,0,[],[],,,,,,0,0,0,0.0,0.0
1894,5-methyltetrahydrofolic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
1895,lenvatinib,0,0,[],[],,,0.0,-0.1428571428571428,-0.0714285714285714,0,0,0,-0.3779644730092272,-0.3779644730092272
1896,5-phospho-d-arabinohydroxamic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
1897,"n-(2,6-dimethylphenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",0,0,[],[],,,,,,0,0,0,0.0,0.0
1898,"5-{3-[3-(2,4-dichloro-benzoyl)-ureido]-2-methyl-phenoxy}-pentanoic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
1899,lemborexant,0,0,[],[],,,,,,0,0,0,0.0,0.0
1900,leflunomide,0,0,[],[],,,0.0,0.4285714285714285,0.3571428571428571,0,0,0,1.1338934190276817,1.8898223650461363
1901,letibotulinumtoxina,0,0,[],[],,,,,,0,0,0,0.0,0.0
1902,lebrikizumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1903,n'-(5-chlorobenzofuran-2-carbonyl)-2-(trifluoromethyl)benzenesulfonohydrazide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1904,mosunetuzumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
1905,monofluorophosphate ion,0,0,[],[],,,,,,0,0,0,0.0,0.0
1906,linezolid,0,0,[],[],,,0.0,0.1428571428571428,-0.1428571428571428,0,0,0,0.3779644730092272,-0.7559289460184545
1907,linaclotide,0,0,[],[],,,,,,0,0,0,0.0,0.0
1908,limaprost,0,0,[],[],,,,,,0,0,0,0.0,0.0
1909,moricizine,0,0,[],[],,,,,,0,0,0,0.0,0.0
1910,lifitegrast,0,0,[],[],,,,,,0,0,0,0.0,0.0
