,GeneId,aging_mechanisms,criteria,confidence,aging_mechanisms_group
1143,HELLS,'alterations in DNA methylation',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity reduce mammalian lifespan'""]",5,Epigenetic alterations
1144,HEPH,'accumulation of reactive oxygen species',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
1145,HERC1,'disabled macroautophagy',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Disabled macroautophagy
1146,HERC3,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
1147,HERC4,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
1148,HERC6,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
1149,HGH1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1150,HGS,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1151,HIBADH,'accumulation of reactive oxygen species',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
1152,HIBCH,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1153,HIC1,'transcriptional alterations',"[""'Regulation of genes associated with aging'"", ""'Changes in gene activity enhance age-related deterioration'""]",5,Epigenetic alterations
1154,HIF1A,'transcriptional alterations',"[""'Changes in gene activity extend non-mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",3,Epigenetic alterations
1155,HIF1A,'TOR pathway dysregulation',"[""'Changes in gene activity extend non-mammalian lifespan'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",3,Deregulated nutrient sensing
1156,HILPDA,'intercellular communication impairment',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
1157,HINFP,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
1158,HINFP,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1159,HIPK3,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1160,HLA-B,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1161,HLA-C,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1162,HLA-DMA,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1163,HLA-DMB,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1164,HLA-DOA,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1165,HLA-DPA1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1166,HLA-DPB1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1167,HLA-DQA1,other,"[""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,other
1168,HLA-DQB1,other,"[""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,other
1169,HLA-DRA,other,"[""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,other
1170,HLA-DRB1,'sterile inflammation',"[""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,Altered intercellular communication
1171,HLA-DRB3,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1172,HLA-DRB4,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1173,HLA-DRB5,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1174,HLA-E,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1175,HLA-F,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1176,HLA-G,'senescent cells accumulation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Cell senescence
1177,HMBS,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1178,HMGB1,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
1179,HMGB1,'chromatin remodeling',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1180,HMGB1,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1181,HMGB1,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
1182,HMGB1,'disabled macroautophagy',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Disabled macroautophagy
1183,HMGB2,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
1184,HMGB2,'nuclear architecture impairment',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
1185,HMGB2,'chromatin remodeling',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1186,HMGB2,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1187,HMGB2,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
1188,HMGN2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1189,HMGXB4,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1190,HMOX2,'accumulation of reactive oxygen species',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
